actor_name,birth_year,known_for,actor_role,actor_awards
Aidan Quinn,1959,"Mi primer amor, Leyendas de pasión","Reparto,  Producción,  Dirección","Blockbuster Entertainment Awards, CableACE Awards"
Mara Lane,none,"Operación en Damasco, The Brink","Reparto,  Producción",None
Auli'i Cravalho,2000,"Ralph rompe Internet, Chicas malas","Reparto,  Producción,  Banda sonora","Annie Awards, Imagen Foundation Awards"
Dwayne Johnson,1972,"Jumanji: Bienvenidos a la jungla, Viaje al centro de la Tierra 2: La isla misteriosa","Reparto,  Producción,  Guion","Acapulco Black Film Festival, Critics Choice Awards"
Alan Tudyk,1971,"Firefly, Yo, robot","Reparto,  Producción,  Guion","Annie Awards, Primetime Emmy Awards"
Nicole Scherzinger,1978,"Men in Black 3, Los 4 Fantásticos y Silver Surfer","Music Artist,  Reparto,  Composición","National Television Awards, UK, Teen Choice Awards"
Pekka Luodeslampi,none,"Hello Au Revoir, Hillary Hawkins: You Can Do It!",Reparto,None
Courtney McCrea,none,Penciltale,Reparto,None
Aaro Alhonen,none,,Reparto,None
Michael Majalahti,1973,"Rendel, ""We Dont Say Retard Anymore""","Reparto,  Guion",None
Daniel Vanrell,none,"Volviendo a Casa: Esperanza, Unidad 23: Recargada",Reparto,None
Juanjo Martínez,none,"Corazones en llamas, Cuadras Largas","Guion,  Producción,  Edición",None
Ariel Li Gotti,none,"Corazones en Llamas: Fuego Cruzado, Historias de Hotel",Reparto,None
Raul Perez,none,"Historias de Hotel, Asesina Aprendiz",Reparto,None
Laura Gorosito,none,"Unidad 23, Corazones en Llamas 3",Reparto,None
Ambre Anderson,none,"La supervivencia de una chica con curvas, Never Would Have Made It: The Marvin Sapp Story","Reparto,  Música,  Producción","Scare Fest Horror Convention, World Film Festival in Cannes"
Hillary Hawkins,none,"""Sherris Black Sin"", A Taste of Revenge","Reparto,  Guion,  Dirección","Voice Arts Awards, Brightside Tavern Film Festival"
Chantal Maurice,none,"P-Valley, Dos balas muy perdidas","Reparto,  Guion,  Producción","International Black Film Festival of Nashville, Seoul Web Fest"
Shiek Mahmud-Bey,none,"No me chilles, que no te veo, Buffalo Soldiers","Reparto,  Producción,  Dirección",None
Aixa Kendrick,none,"Hermanísimas, The Company You Keep","Reparto,  Guion,  Dirección de la segunda unidad o asistencia a dirección",None
Paul Dawber,none,,Reparto,Maverick Movie Awards
Nathan Hill,none,,"Reparto,  Producción,  Dirección","Continental Film Festival, Melbourne Underground Film Festival"
Will Hutchins,none,"Red Belly, Sparks Underwater","Reparto,  Producción,  Guion",None
Sean Millis,none,,Reparto,None
Kevin Dee,none,"Underbelly, The Minority Vs Baby Steve: Sabotage","Reparto,  Producción,  Guion","Eerie Horror Fest, Horrible Imaginings Film Festival"
Henry Cavill,1983,"Batman v Superman: El amanecer de la justicia, Liga de la Justicia","Reparto,  Equipos adicionales,  Producción","Academy of Science Fiction, Fantasy & Horror Films, USA, Critics Choice Awards"
Daniel Singh,none,"Objetivo: Washington D.C., 24: Vive otro día",Reparto,None
Dua Lipa,1995,"Alita: Ángel de combate, Argylle","Music Artist,  Reparto,  Composición","Bambi Awards, Brit Awards"
Ariana DeBose,1991,"Wish: El poder de los deseos, Hamilton","Reparto,  Dirección,  Guion","Academy Awards, USA, BAFTA Awards"
Richard E. Grant,1957,"¿Podrás perdonarme algún día?, El gran Halcón","Reparto,  Dirección,  Guion","Academy Awards, USA, Boston Society of Film Critics Awards"
Trinity Somerset,none,"Strange Journey, KinitoPET",Reparto,None
Ryan J. Austin,none,"Restaurant, Internet Insanity: Violence","Producción,  Dirección,  Guion",None
Atvty,none,,Reparto,None
Stephen J. Hooker,none,"Worst Agents Ever, My Awkward Youth","Reparto,  Guion,  Dirección",None
Zooey Deschanel,1980,"(500) días juntos, Trolls","Reparto,  Producción,  Música","American Comedy Awards, USA, Annie Awards"
Zachary Levi,1980,"Chuck, Enredados","Reparto,  Producción,  Dirección","Academy of Science Fiction, Fantasy & Horror Films, USA, Critics Choice Awards"
Jemaine Clement,1974,"Lo que hacemos en las sombras, Men in Black 3","Reparto,  Guion,  Producción","Annie Awards, ASCAP Film and Television Music Awards"
Alfred Molina,1953,"Frida, Boogie Nights","Reparto,  Producción,  Dirección","Academy of Science Fiction, Fantasy & Horror Films, USA, ALMA Awards"
Camille Guaty,none,"Prison Break, Cake","Reparto,  Producción,  Banda sonora",None
Ellie Stewart,none,"Residence, Surrogate",Reparto,"Conocido/a por, Más de esta persona"
Matt Mirams,none,"The Grand Scheme, Scams Incorporated","Guion,  Producción,  Dirección","Canberra Short Film Festival, Melbourne Underground Film Festival"
Tim Spriggs,none,,"Reparto,  Banda sonora,  Producción",None
James Mason,none,"Playing for Keeps, ""Ms Fishers Modern Murder Mysteries""","Reparto,  Producción,  Dirección de la segunda unidad o asistencia a dirección","Logie Awards, The Equity Ensemble Awards"
Ian Smith,1938,"Prisoner, Underbelly","Reparto,  Producción,  Guion y continuidad",Logie Awards
Henry Golding,1987,"The Gentlemen: Los señores de la mafia, Snake Eyes: el origen","Reparto,  Producción","National Board of Review, USA, Screen Actors Guild Awards"
Brandon Soo Hoo,1995,"G.I. Joe, El juego de Ender",Reparto,"Young Artist Awards, VC FilmFest - Los Angeles Asian Pacific Film Festival"
Lucy Liu,1968,"Los ángeles de Charlie, Chicago","Reparto,  Dirección,  Producción","Academy of Science Fiction, Fantasy & Horror Films, USA, American Comedy Awards, USA"
Sandra Oh,1971,"Entre copas, Anatomía de Grey","Reparto,  Producción,  Guion","Academy of Science Fiction, Fantasy & Horror Films, USA, Biarritz International Festival of Audiovisual Programming"
Michelle Yeoh,1962,"Tigre y dragón, Crazy Rich Asians","Reparto,  Producción,  Guion","Academy Awards, USA, Academy of Science Fiction, Fantasy & Horror Films, USA"
Amber Doig-Thorne,none,,"Reparto,  Producción,  Guion","Birmingham Film Festival, Stranger Days Independent Film Festival"
Bill Fellows,1957,,Reparto,Hull Gong Awards
Mark Spayne,none,"The Last Audition, Parallel Lies","Reparto,  Producción,  Dirección",None
Kennedy Simpson,none,Power Cut,Reparto,None
Emily-Jane Jones,none,"""This Time Next Year Ill Be Famous"", Cerulean","Reparto,  Localización","Conocido/a por, Más de esta persona"
Richard Tyson,1961,"Pánico a las tres, Black Hawk derribado","Reparto,  Producción,  Dirección","Great Lakes Film Festival, LA Femme International Film Festival"
Dawna Lee Heising,1953,"WordLotto, Timeless Classics: Cat on a Hot Tin Roof Monologue","Reparto,  Producción,  Edición","Berlin International Film Festival, Hamburg Film Festival"
Ron Chaney,none,"""Doctor Shockers Monster Campaign Ads 2012"", Agents of Project Blue Book","Reparto,  Producción",None
Aeon Cruz,none,"From Christmas, with Love, Christmas Cards","Reparto,  Producción,  Música",KAPOW Intergalactic Film Festival
Erika Monet Butters,none,"Soul to Keep, The Dead Rose","Reparto,  Equipos adicionales","Berlin International Film Festival, Krimson Horyzon International Film Festival"
Eivind Sander,none,"Det tredje øyet, Nissene på låven",Reparto,Gullruten
Per Christian Ellefsen,1954,"Un cuento gamberro de Navidad, Elsk meg i morgen",Reparto,"Rouen Nordic Film Festival, Amanda Awards, Norway"
Ingar Helge Gimle,none,"Absolutt blåmandag, Zombis nazis 2. Red vs. Dead","Reparto,  Producción","Amanda Awards, Norway, Kosmorama, Trondheim Internasjonale Filmfestival"
Nikis Theophilakis,none,"Stalker, Jubalong","Reparto,  Guion,  Producción",None
Stig Henrik Hoff,1965,"Perdidos en la nieve, Uno tras otro","Reparto,  Banda sonora","Rouen Nordic Film Festival, Amanda Awards, Norway"
Karla Sofía Gascón,1972,"Corazón salvaje, El Señor de los Cielos","Reparto,  Animación,  Sonido",Cannes Film Festival
Francesca Inaudi,1977,"Después de medianoche, Todo el dinero del mundo",Reparto,"Giffoni Film Festival, Italian National Syndicate of Film Journalists"
Giuseppe Zeno,none,"Guardacostas, Luce dei tuoi occhi",Reparto,None
Cristian Stelluti,1976,"Rush, ""Un ragazzo doro""","Reparto,  Especialistas,  Guion",None
Marco Mazzoli,none,"Vertical Breath, Acústico MTV: Gal Costa","Reparto,  Producción,  Guion",None
Abby Wathen,none,"Todos mis hijos, American Housewife","Reparto,  Producción,  Guion","LA Indie Film Fest, ""Womens Independent Film Festival"""
John Brandon,none,"Bum Killers, Under a Blood Red Sky","Guion,  Reparto,  Dirección",None
Michelle Elise Shock,none,"Atracción fatal, Clickbait","Especialistas,  Reparto,  Equipos adicionales",None
Kenny Ray Powell,none,"Death House, Stan the Man",Reparto,None
Zilong Zee,none,"The Devil Sits on Both Shoulders, Holy Fire","Reparto,  Producción,  Equipos adicionales",Asians On Film Festival
Shawn Alexander Thompson,1970,,"Reparto,  Especialistas,  Guion","Florence Film Awards, Vegas Movie Awards"
Diana Durango,none,"Fuga en Dannemora, Shoot Me Nicely","Reparto,  Producción,  Guion","Atlantic City Cinefest, Hang Onto Your Shorts Film Festival, NJ"
Brandon Yates,none,"The Inn, The Clock","Reparto,  Especialistas",None
Heather Harlow,none,"Torture the Flesh, Cheerleader Camp Elimination","Reparto,  Maquillaje,  Efectos especiales",None
Aimee Rolfsen,none,"The Inn, The Clock","Reparto,  Producción,  Dirección de la segunda unidad o asistencia a dirección","Busan International Short Film Festival, Tekka International Film Festival"
Giuditta Niccoli,none,"Quel genio del mio amico, ""Gabriels Redemption: Part Two""",Reparto,None
Irene Lay,none,"Affittasi vita, Gloria",Reparto,None
Chiara Berardo,none,"Broken Soul - The New World, Buona primavera",Reparto,None
Gianluca Brundo,none,"""Labbandono"", Amico mio","Reparto,  Localización,  Producción",None
Barbara Urli,none,,Reparto,None
Milos Bikovic,1988,"Montevideo, Bog te video!, Atrapado en el pasado","Reparto,  Producción,  Dirección","Moscow International Film Festival, Huading Award"
Olga Dibtseva,none,"Ozabochennye, Dobriy den","Reparto,  Dirección,  Guion",APKIT Awards
Aglaya Tarasova,none,"Vstretimsya vchera, Sledovatel Tikhonov",Reparto,"Golden Eagle Awards, Russia, Golden Unicorn Awards"
Pavel Derevyanko,1976,"La fortaleza Brest, Velikaya","Reparto,  Banda sonora","Nika Awards, Russian Guild of Film Critics"
Mariya Mironova,none,"Guardianes del día, El espía inglés",Reparto,"Golden Eagle Awards, Russia, TEFI"
Paul Rudd,1969,"Ant-Man y la Avispa, Te quiero, tío","Reparto,  Producción,  Guion","Academy of Science Fiction, Fantasy & Horror Films, USA, Critics Choice Awards"
Carrie Coon,1981,"Vengadores: Infinity War, Cazafantasmas: Más allá","Reparto,  Producción,  Efectos visuales","Academy of Science Fiction, Fantasy & Horror Films, USA, British Independent Film Awards"
Finn Wolfhard,2002,"Cazafantasmas: Más allá, Stranger Things","Reparto,  Dirección,  Guion","Academy of Science Fiction, Fantasy & Horror Films, USA, Fantasia Film Festival"
Mckenna Grace,2006,"El cuento de la criada, Yo, Tonya","Reparto,  Producción,  Equipos adicionales","Critics Choice Awards, Primetime Emmy Awards"
Kumail Nanjiani,1978,"Como la vida misma, Stuber Express","Reparto,  Guion,  Producción","Academy Awards, USA, BAFTA Awards"
Jack Black,1969,"Alta fidelidad, Super Nacho","Reparto,  Producción,  Guion","American Comedy Awards, USA, Annie Awards"
Awkwafina,1988,"Crazy Rich Asians, The Farewell","Reparto,  Guion,  Producción","Academy of Science Fiction, Fantasy & Horror Films, USA, BAFTA Awards"
Viola Davis,1965,"Criadas y señoras, La mujer rey","Reparto,  Producción,  Banda sonora","Academy Awards, USA, Academy of Science Fiction, Fantasy & Horror Films, USA"
Dustin Hoffman,1937,"Rain Man, Kramer contra Kramer","Reparto,  Producción,  Dirección","Academy Awards, USA, American Film Institute, USA"
Bryan Cranston,1956,"Malcolm, Argo","Reparto,  Producción,  Guion","Academy Awards, USA, Academy of Science Fiction, Fantasy & Horror Films, USA"
Lindsay Lohan,1986,"Chicas malas, Ponte en mi lugar","Reparto,  Producción,  Música","Academy of Science Fiction, Fantasy & Horror Films, USA, Blockbuster Entertainment Awards"
Ed Speleers,1988,"You, Downton Abbey","Reparto,  Producción,  Equipo ejecutivo","Academy of Science Fiction, Fantasy & Horror Films, USA, BAFTA Awards"
Alexander Vlahos,1988,"Lola, ""Its My Shout: Short Films from Wales""","Reparto,  Dirección,  Guion","International Film Festival of Wales, Manchester International Film Festival (MANIFF)"
Ayesha Curry,1989,"Gary Unmarried, Love for Sale","Reparto,  Producción,  Equipo ejecutivo",None
Elizabeth Tan,none,"Un deseo irlandés, Emily en París","Reparto,  Producción",None
Amy Poehler,1971,"Mamá de alquiler, Parks and Recreation","Reparto,  Producción,  Guion","American Comedy Awards, USA, Annie Awards"
Maya Hawke,1998,"La calle del terror - Parte 1: 1994, Del revés 2","Reparto,  Música,  Composición","Academy of Science Fiction, Fantasy & Horror Films, USA, MTV Movie + TV Awards"
Kensington Tallman,2008,"Home Sweet Rome, That Girl Lay Lay","Reparto,  Guion,  Equipos adicionales","Conocido/a por, Más de esta persona"
Liza Lapira,1981,"Crazy, Stupid, Love., Fast & Furious: Aún más rápido","Reparto,  Producción,  Banda sonora","ShoWest Convention, USA"
Tony Hale,1970,"Veep, Toy Story 4","Reparto,  Producción,  Guion","American Comedy Awards, USA, Annie Awards"
Erkan Celik,none,"Üç Günlük Dünya, Kafir",Reparto,None
Kaya Godfrey-Simson,none,"Out of Order, Aynen Aynen",Reparto,None
Yilmaz Gruda,2023,"""Istanbulda ask baskadir"", Çalikusu","Reparto,  Guion","Antalya Golden Orange Film Festival, Sadri Alisik Theatre and Cinema Awards"
Burcu Gönder,none,"Neseli Hayat, Hükümet Kadin",Reparto,None
Sila Korkmaz,none,"Üç Günlük Dünya, Fragments from Another World",Reparto,None
Erkan Petekkaya,1970,"Vlad, el Empalador, Ayla: La hija de la guerra","Reparto,  Banda sonora","Pantene Golden Butterfly Awards, Golden Palm Awards"
Levent Ülgen,none,"El cuervo, Kurtulus",Reparto,"Sadri Alisik Theatre and Cinema Awards, International Izmir Film Festival"
Firat Dogruloglu,none,"Lobo, Lobo 2039",Reparto,None
Tolga Güleç,none,"Beni Sev, Eksik Sayfalar",Reparto,None
Çiçek Dilligil,none,"Nefes Nefese, Aci Yillar","Reparto,  Música",None
Melisa Pamuk,1991,"Kilit, Çarpisma","Reparto,  Vestuario","Pantene Golden Butterfly Awards, Turkey Youth Awards"
Emma Deckers,none,,Reparto,None
Ferdi Stofmeel,1982,"Demasiado amor, Rundfunk",Reparto,None
Daphne Deckers,1968,"Alles is zoals het zou moeten zijn, De TV kantine","Reparto,  Guion","Golden and Platin Film, Netherlands"
Oscar Aerts,none,"Vakkenvullers, Odds","Reparto,  Banda sonora",None
Josh Murphy,none,"Dusty, The Junebug Summer","Dirección de fotografía y cámara,  Dirección,  Edición","Ottawa International Short Film Festival, Spring Lane Film Festival"
Noah Lair,none,,Reparto,None
John Gagnon,none,"The Monster Games, Johnny Swift","Reparto,  Producción,  Dirección de fotografía y cámara",None
Samuel Agnew,none,"This is Cinema, Phantom of the School 3","Producción,  Reparto,  Dirección de fotografía y cámara",None
Ethan Pouliot,none,Johnny Swift,"Producción,  Dirección,  Reparto",None
Triptii Dimri,1994,"Bulbbul, Qala",Reparto,"Filmfare Awards, Zee Cine Awards"
Kartik Aaryan,1988,"Luka Chuppi, Freddy","Reparto,  Producción","Filmfare Awards, Awards of the International Indian Film Academy"
Vidya Balan,1979,"The Dirty Picture, Lage Raho Munna Bhai","Reparto,  Producción","Asia-Pacific Film Festival, Filmfare Awards"
Madhuri Dixit,1967,"Devdas, Dedh Ishqiya","Reparto,  Música,  Producción","Filmfare Awards, Awards of the International Indian Film Academy"
Vijay Raaz,1963,"Gully Boy, Delhi Belly","Reparto,  Dirección","Awards of the International Indian Film Academy, Zee Cine Awards"
Shahid Kapoor,1981,"Jab We Met, Udta Punjab","Reparto,  Dirección de la segunda unidad o asistencia a dirección,  Música","Filmfare Awards, Awards of the International Indian Film Academy"
Kriti Sanon,1990,"Mimi, Bareilly Ki Barfi","Reparto,  Producción,  Publicista","Filmfare Awards, Awards of the International Indian Film Academy"
Dharmendra,1935,"Ghayal, Ayee Milan Ki Bela","Reparto,  Producción,  Equipos adicionales","Filmfare Awards, Awards of the International Indian Film Academy"
Dimple Kapadia,1957,"Pathaan, Dil Chahta Hai",Reparto,"Asia-Pacific Film Festival, Filmfare Awards"
Rakesh Bedi,1954,"Tom, Dick, and Harry, Pyar Bhara Dil","Reparto,  Dirección,  Guion","Filmfare Awards, Indian Telly Awards"
Rajkummar Rao,1984,"Newton, Ludo",Reparto,"Filmfare Awards, Awards of the International Indian Film Academy"
Shraddha Kapoor,1987,"Haider, Ek Villain","Reparto,  Música,  Banda sonora","Filmfare Awards, Awards of the International Indian Film Academy"
Pankaj Tripathi,1976,"Stree, Gunjan Saxena: La chica de Kargil",Reparto,"Filmfare Awards, Awards of the International Indian Film Academy"
Aparshakti Khurana,1987,"Dangal, Camino a Bollywood","Reparto,  Música","Filmfare Awards, Zee Cine Awards"
Abhishek Banerjee,1988,"Stree, Bhediya","Dirección de casting,  Reparto,  Casting","Filmfare Awards, Awards of the International Indian Film Academy"
Matthew R. Corbett,none,"Chimera, I Love You Silently","Producción,  Reparto,  Guion",Austin Comedy Film Festival
Joshua Radford,none,"Chimera, Derek Is Funny","Reparto,  Producción,  Dirección","FilmQuest, Austin Comedy Film Festival"
Honor Davis-Pye,2009,"Decrypted, The Surgeon",Reparto,None
Sarah Lockett,none,,Reparto,None
Jake Kemp,none,"The Can, Punchbag",Reparto,None
Louisa Robinson,none,"""Ms Broomes Secret"", Cubicle","Reparto,  Localización,  Equipos adicionales",None
Denis Moldovean,none,"Christmas at the Royal Hotel, High Rise Demise",Reparto,None
Stephen J. Hooker,none,"Worst Agents Ever, My Awkward Youth","Reparto,  Guion,  Dirección",None
Katabelle,1993,"Blade & Soul Revolution, Fantasy Strike",Reparto,None
Sean Antony,none,"Miitopia, Lego Ninjago: The Blueprints",Reparto,None
Dave Soltura,none,,Reparto,None
Ilja Baumeier,none,,"Reparto,  Dirección,  Producción","Couch Film Festival, Greece International Film Festival"
Kay Kysela,none,"En el lugar del crimen, Finsteres Glück",Reparto,None
Kaija Ledergerber,none,"Alpha., 2059","Reparto,  Dirección,  Equipos adicionales",None
PJ Beigh,none,,Reparto,None
Alex Koenigsberg,none,,Reparto,None
Brendan Mohen,none,,Reparto,None
Akiko Fujiwara,none,Delicacies,"Reparto,  Producción",None
Mendel Abehsera,none,"Closure, Delicacies",Reparto,None
Mark Yowakim,none,"Qué asco de todo, Tides of Wyrd",Reparto,None
Dean Scotti,none,"The Bitch in 4B, Portrait of Vengeance",Reparto,None
Francheska Baez,none,,Reparto,None
Adrien Baudon,none,"""The Devils Ball"", Nail in the Coffin",Reparto,None
Philip Bayntun,none,"Loved, A Bigger Bear",Reparto,None
Hannah Dormor,none,Nail in the Coffin,Reparto,None
Simon Ellis,none,"HrtXbrk, Ecaps","Reparto,  Equipos adicionales,  Especialistas",None
Josh Swarbrick,none,"Toby, Pounds for Piggies",Reparto,None
Jayden Robinson,none,"Doctor Who: Task Force T.R.I.E.S., Hunted","Reparto,  Producción","Conocido/a por, Más de esta persona"
Sydney Siratt,none,"The Revenge of Wii Play 2: World War Wii, Memento Mori","Reparto,  Dirección,  Edición",None
Alexander Williamson,none,"Jayden Tries 2: Save the World Again, Better Call Tries","Reparto,  Edición",None
Sam Burrows,none,"Doctor Who: Reign of the Golden Age, The Otamatone Project 3: Age of Jon Ron Kelly","Reparto,  Cámara y electricidad",None
Alexia Mourao,none,"The Revenge of Wii Play 2: World War Wii, ""Alex and Ethans Multiversal Misadventures""",Reparto,None
Diana Alvort,none,"The Sovereign, Letting Go","Reparto,  Composición,  Guion",None
Ziggy Baran,none,"Displacement, The Life of Riley","Reparto,  Equipos adicionales",None
Sandi Eberhardt,none,"Storytime with Gambit and Rogue, Buzz Kill",Reparto,"Florida Shorts, Berlin Shorts Award"
Anton Nassif,none,"Falling Up, A Christmas Frequency","Reparto,  Guion",IndieX Film Festival
Michael Rzepka,none,,Reparto,None
Ian Farley,none,"The Race Card Game, Choked Up!","Guion,  Edición,  Reparto",London World-Wide Comedy Short Film Festival
Joshua Han,none,"Club Kaylie, The Tale of the North Hollywood Shark","Reparto,  Producción,  Guion","One-Reeler Short Film Competition, London World-Wide Comedy Short Film Festival"
Rey Marz,none,"Dr. On, The Two Professors","Reparto,  Edición,  Dirección",London World-Wide Comedy Short Film Festival
Helen Cheng,none,DEMONSTRATOR - Nos Escupen,"Reparto,  Dirección de la segunda unidad o asistencia a dirección",None
Nicole Marie Hunt,none,"Affliction, The Social Worker",Reparto,"IndieFEST Film Awards, Top Shorts Film Festival"
DaQuan Johnakin,none,,Reparto,None
Steven Curtis Jones,none,"Check, Please! The Web Series, Relatos del más allá",Reparto,None
Isaac Kelly,none,The Morning After,"Reparto,  Dirección de fotografía y cámara",None
Amir Hossein Amirian,none,"Poop, The Great Silence","Reparto,  Efectos visuales,  Diseño de producción",None
Butch Copeland,none,"Spaghetti Junction, Stargirl","Reparto,  Producción",None
Cheryl Holifield,none,"How to Make a Werewolf, BTS","Reparto,  Sonido,  Equipos adicionales",None
Amanda Jean,none,,Reparto,None
Don-Dimitri Joseph,none,"Gotham Knights, Enjambre","Reparto,  Dirección,  Producción",Indie Series Awards
Muhaymin Luckett,none,"Premeditated, Future Plans","Dirección,  Guion,  Dirección de fotografía y cámara",None
Adrian Lukis,1958,"Orgullo y prejuicio, Back Home","Reparto,  Guion,  Banda sonora",None
Chris Leask,none,"Peter Pan Goes Wrong, The Ark","Reparto,  Guion,  Producción",None
Ellora Torchia,none,"La casa del dragón, A Real Pain",Reparto,"British Independent Film Awards, Cornwall Film Festival"
Harry Kershaw,none,"Little Crackers, Supreme Tweeter","Reparto,  Guion,  Producción",None
Emma Keele,none,"Emmerdale, Testigo mudo","Reparto,  Equipos adicionales",None
Patrick Coleman Duncan,none,"The Guiding Light, Compel","Reparto,  Equipos adicionales,  Guion","Bridge Fest, Vancouver, ""Louisvilles International Festival of Film"""
Catherine Dvorak,none,"Worked to Death, Hello Darkness","Reparto,  Dirección de la segunda unidad o asistencia a dirección,  Cámara y electricidad",None
Charlotte Elfenbaum,none,Can I Get A Suggestion?,Reparto,None
Bernadette Guckin,none,"PEN15, Chips Across America","Reparto,  Música,  Producción",None
Richard Helou,none,"Blind Waters, Forever Hold Your Peace","Sonido,  Reparto,  Dirección de la segunda unidad o asistencia a dirección",Collaboration Filmmakers Challenge
Michael Masurkevitch,none,"TP Tango, ""Jims Room""","Reparto,  Producción,  Guion","Couch Film Festival, Shock Stock"
Keith Busher,none,,Reparto,None
Julie Mainville,none,,"Reparto,  Equipos adicionales,  Guion y continuidad",Stockholm City Film Festival
Angela Wong Carbone,none,"Doublespeak, Chicago Med","Reparto,  Producción,  Guion","Nightmares Film Festival, New York International Film Awards"
Phil Nee,none,"The Equalizer, Jefa por accidente","Reparto,  Cámara y electricidad,  Equipos adicionales",Exit 6 Film Festival
Aury Krebs,none,"Triple Threat, Maya",Reparto,None
Yolanda Y. Pringle,none,,Reparto,None
Silvana Carranza,none,"The Warrior and the Savior, You Mourn Weird",Reparto,None
Tristan Barr,none,"Reklaw, Subject","Dirección,  Producción,  Reparto","Brisbane International Film Festival, Montréal World Film Festival"
Matthew Caffoe,none,"Banshees Ridge, Dunny Derby - The Legend of Derek Dallas & The Underbogs","Reparto,  Producción,  Guion",None
Karen Crone,none,"Divorcio en Hollywood, El mundo perdido",Reparto,None
Michael Deed,none,"Onwards, Harrow","Reparto,  Guion",None
Brendan Glanville,none,"East of Everything, El rastro del asesino","Reparto,  Dirección,  Guion",None
Matthew De Pompo,none,"Snuggles, Secrets of the Strings Part II","Reparto,  Guion,  Edición",None
Dylan Tollefson,none,"Chuck a Short Film, Quarter Life Crisis","Dirección de fotografía y cámara,  Cámara y electricidad,  Edición","New York Independent Cinema Awards, Indie Filmmaker Awards"
Jackson Walker,none,,"Dirección,  Reparto,  Guion",None
Jennifer Polania,none,"Pablo, Honey, La red social","Reparto,  Guion,  Producción",None
Sarah Oliver,none,"The New Adventures of Pinkgirl and The Scone, Resolution","Reparto,  Guion,  Producción","Independent Shorts Awards, WRPN Short, Tight & Loose Film Festival Competition"
Jay Pichardo,none,"Tapawingo, NCIS: Los Ángeles",Reparto,None
Keren Ashri,none,"The Last Mission, Fighting Olympus","Reparto,  Guion,  Producción",None
Paul Bianchi,none,"Deadpool The Musical 2 - Ultimate Disney Parody, Nobody Walks","Guion,  Reparto,  Diseño de producción",The Webby Awards
Will Akana,none,"Warigami, Present Trauma","Reparto,  Efectos especiales,  Equipos adicionales",None
