id_imdb,score_imdb,score_rt,director_imdb,screenriters_imdb,plot_rt,duration_imdb,title_imdb
tt31012567,none,none,CJ Howey,Pat Shea,none,none,Adopted at 28
tt31012760,none,none,David Ghilardi,David Ghilardi,"Carl, a world-renowned professional fly killer, goes to war with an insect that refuses to die.",none,Flit
tt31014635,none,none,Luc Laporterie,Luc Laporterie,"Months after her daughter's disappearance, a mother begins her own increasingly irrational investigation. Sometimes she plays with reality, ultimately leading to a moment of pure perception that goes beyond miraculous.",none,Illusion
tt31022204,none,none,Trevis Peterman,Trevis Peterman,Five people struggle against their limitations.,0,The Playground
tt31023550,none,none,none,none,none,none,Us Against the Wood
tt31022447,none,none,Antoine Morgan,Antoine Morgan,none,none,The Made Player
tt31031469,none,none,Zack Dodson,Zack Dodson,none,11,Mogging
tt31029267,"6,5",none,Karin Franz Körlof,Karin Franz Körlof,none,14,En hjältes död
tt31025852,none,none,Timothée Ollive,Timothée Ollive,none,2,JOHNNY
tt31033266,none,29,Vikram Kale,Radomir Jordanovic,"Though it is forbidden, a man (Jim Sturgess) devises a way to reunite with a long-lost love (Kirsten Dunst) from the twin world that sits just above his own.",none,Upside Down
tt31036077,none,none,Gwen Bueche,Gwen Bueche,A wishful engineer working as a coffee maker repairman finds a kindred spirit in a human resources manager who helps him navigate his confusing world.,15,The Repairman
tt31036068,none,none,Kristoffer Bradley Cruz,Elias Barba,none,3,A Helping Hand
tt31031994,none,100,Geraldine Bright,Geraldine Bright,"With his family mired in financial troubles, Domenico (Sandro Panseri) moves to Milan, Italy, from his small town to get a job in lieu of furthering his education. A lack of options forces him to take a position as a messenger at a big company, where he hopes to receive a promotion soon. There, Domenico meets Antonietta (Loredana Detto), a young woman in a similar situation as himself. The two form a tentative relationship, but the soulless nature of their jobs threatens to keep them apart.",27,The Job
tt31041478,none,none,Ujjawal Gayakwad,Toshan Lal Sahu,none,none,Arabian Sea
tt31041784,none,none,Robert Sluys,Pieter Perry,none,none,Park Assist
tt31049308,"9,6",none,Margareta Pettersson,Margareta Pettersson,none,none,Alma and the cat
tt31064502,none,none,Amaya Owen Rowlands,Celia Legard,none,none,Fierce-ish Grace
tt31066650,none,none,Mark Starks,Mark Starks,none,7,Really Freaky Movie
tt31066682,none,none,Leila Garrison,Maydelle Clarice,none,5,My Person
tt31066897,none,none,Landon Barden,Landon Barden,none,9,Epitaph of the Detective
tt31068081,none,none,Stanescu Motatu Demetrio Leonidas,Stanescu Motatu Demetrio Leonidas,none,none,La Multi Ani
tt31068091,none,none,Stanescu Motatu Demetrio Leonidas,Stanescu Motatu Demetrio Leonidas,none,none,La Camisa
tt31068278,none,75,Hera Günes Barlowe,Hera Günes Barlowe,"From an anchorwoman to a homeless man, actress Cate Blanchett portrays 13 distinct characters in vignettes that incorporate timeless manifestos.",2,Manifesto
tt31068436,none,none,Andre Febrian Prastowo,Andre Febrian Prastowo,none,19,Cerita Bersabung
tt31067652,none,none,Edvard Christie,Edvard Christie,none,18,A Lie in Wait
tt31069786,none,none,none,none,none,none,No Way Around It
tt31070073,none,none,Muhammad Ashar Asghar,Suraj Baba,none,none,Rajo Ka Raja
tt31070242,none,93,Travis Sanders,Travis Sanders,"Musician Manny Balestrero (Henry Fonda) needs money to pay for his wife Rose's (Vera Miles) dental procedure. When he tries to borrow money from their insurance policy, someone at the office mistakes him for a man who had robbed them twice at gunpoint. After Manny is arrested, his defense attorney, Frank O'Connor (Anthony Quayle), works to demonstrate that Manny has an alibi for the crimes. The stress of the case, however, threatens to destroy Manny's family before his name can be cleared.",2,The Wrong Man
tt31077773,"8,8",none,Fable Siegel,Tracy Butler,none,1,Lackadaisy Stratagem
tt31077897,none,none,Caroline Creaghead,Caroline Creaghead,none,13,Relationship to Patient
tt31077220,none,none,Jan Caplin,Jan Caplin,none,none,RH
tt31079208,none,none,none,none,none,none,Peeling Sad
tt31079417,none,none,Thomas McKay-Parry,Conor Purcell,none,none,Cowboy L.A
tt31079519,none,none,none,none,"Emory Muir (George Brent) doesn't believe that the drab, bucktooth woman he rescues after she faints in a large crowd could possibly be glamorous movie star Carol Corliss (Ginger Rogers). Carol, who suffers from agoraphobia, pretends to be the plain Miss Colfax, and convinces Emory to take her to his mountain retreat where she can recover. Soon, however, Emory discovers Carol's true identity -- and when her co-star finds them and challenges Emory, he decides to punish Carol for her deception.",none,In Person
tt31079529,none,none,none,none,none,none,Mans Lost Dog
tt31090934,none,none,Sam O'Sullivan,Sam O'Sullivan,none,14,Gopher
tt31091876,none,none,Brian Burroughs,Brian Burroughs,none,9,Nice Thievage
tt31092026,none,none,Jeanine Fiser,Jeanine Fiser,none,none,Tell Me
tt31092012,none,none,Frank Zanella,Frank Zanella,none,3,The Screenwriter
tt31100062,none,none,Travis Thoms,Holden Weihs,"Two young missionaries are forced to prove their faith when they knock on the wrong door and are greeted by a diabolical Mr. Reed (Hugh Grant), becoming ensnared in his deadly game of cat-and-mouse.",none,Heretic
tt31099648,none,none,none,none,none,2,"XII+II, Fire of Flames"
tt31100145,none,none,Asher Freidberg,Asher Freidberg,"A little girl finds an unexpected way to connect to the memory of her late grandmother, with the help of a mysterious friend.",10,Kintsugi
tt31100146,none,none,Amber Amoureux,Patrick Kaufman,none,none,Enter the Labyrinth!
tt31101785,none,none,Gabriel Barnes,Greg Barecki,none,12,The Hoser
tt31101967,none,none,none,none,none,none,none
tt31104933,none,none,Jarno Pors,Berjan Ballast,none,8,Villa Paulandia
tt31105611,none,none,Tanna Frederick,Sy Rosen,none,none,Death Pays Flora A Visit
tt31106037,none,none,none,none,none,10,Welcome to the Stables
tt31106281,none,none,Bo Francis,Danny Miller,none,1,She's Not You
tt31100707,none,none,Lucas Fraser,Lucas Fraser,none,8,Olly Olly Oxen Free
