id_imdb,score_imdb,score_rt,director_imdb,screenriters_imdb,plot_rt,duration_imdb,title_imdb
tt30098567,"7,1",none,Gerardo Coello Escalante,Gerardo Coello Escalante,none,13,Viaje de Negocios
tt30130428,none,none,Jalen Blot,Yadira Espinal,none,4,Everything We Left Unsaid: Why We Try
tt30130876,none,none,Jalen Blot,Yadira Espinal,none,6,Everything We Left Unsaid: Why We Love
tt30130859,none,none,Jalen Blot,Yadira Espinal,none,6,Everything We Left Unsaid: Why We Lie
tt30134394,none,none,Clovis Lvh,Clovis Lvh,none,20,La cassette
tt30136433,none,none,Yousra El Abdellaoui,Yousra El Abdellaoui,none,none,De l'autre côté des Rails
tt30137105,none,none,Oleksiy Buyanov,Claudio Gaudio,none,13,I'll Be
tt30137572,none,none,none,none,none,none,Homecoming
tt30138919,none,none,Mattheo Manticello,Mattheo Manticello,none,26,Maxakali or the Dance of a Lifetime
tt30185046,none,100,Daniel Robinson,Alexander Walker,Ittetsu Nemoto confronts his growing self-destructive tendencies.,13,The Departure
tt30177620,none,none,none,none,"Three young couples in the south of Italy whose varied lives intersect on a boat to Greece as they run from their responsibilities, the public eye and the police.",none,Brindisi
tt30182828,none,none,Dante Black,Colleen Kresoja,none,6,1:11
tt30185836,none,none,Daniel Youssefi,Michael Kim,none,18,Resolute
tt30207260,none,none,Natalie West,Natalie West,"Brutally attacked by her own brother, a girl and her mother find refuge near an abandoned nuclear power station.",none,Nuclear
tt30207307,none,none,none,none,none,none,Un posto dove ci piove dentro
tt30207661,none,none,Jake Abraham,Jake Abraham,none,21,Daddy War Bucks
tt30217883,none,none,Allie Doody,Allie Doody,none,12,Follows
tt30219242,none,none,none,none,none,15,Jocu
tt30221043,none,none,C. LeMar McLean,Siobhan Lee,none,23,Rockbottom
tt30222232,none,none,Nick Grau,Nick Grau,none,14,Soft Animals
tt30222684,none,none,David L. Bulkley,David L. Bulkley,none,none,Day 210
tt30222864,none,none,Ev Hall,Ev Hall,,none,Screens
tt30223301,none,none,Mary O'Connor,Daniel Cimini,none,15,Blister
tt30224631,none,none,Alberto Dorsi,Luca De Boni,none,none,Arricciare il naso
tt30227677,none,none,Chiara Padejka,Charlie Koepp,"An apprehensive young man moves into university halls, and the sudden feeling of isolation forces him into an argument with his older brother about identity, love, and the repression of dreams.",20,Cycles
tt30228758,none,none,none,none,A young Black man in Brooklyn must prove his new white neighbors are emissaries from the satanic cult they both survived as children.,18,Displaced
tt30248882,none,none,Igor Petrof,Garrett Mallory Scott,Nolan must learn how to defeat challenges without getting help from his mother or counselor.,11,Curveball
tt30252389,none,none,Mini Pandey,Mini Pandey,none,30,Vapour
tt30253149,none,none,Thomas Fairchild,Thomas Fairchild,none,40,Heel
tt30255012,none,none,none,none,none,16,Donnerstag
tt30258727,none,100,Elina Street,Elina Street,"Lorenzo, a quiet teenager lives in a small town at the edge of the world in beautiful Patagonia. He's a good student and a curious and smart person, more skilled in music and literature than sports. Lorenzo's father decides to host Caito, the son of a friend from Buenos Aires who had to go to hospital for a long stay. Caito has obviously a different family background and seems to be a tough kid. Lorenzo finds Caito very intriguing in many ways as they start spending a lot of time together... While their friendship is evolving towards perhaps deeper feelings, Caito reveals a secret... what will be the outcome?",18,My Best Friend
tt30259985,none,80,none,none,"As a promise to her late mother, a young woman travels to Los Angeles to locate her estranged sister.",none,Closure
tt30268308,none,68,none,none,"Astronauts (Jake Gyllenhaal, Rebecca Ferguson, Ryan Reynolds) aboard the International Space Station are on the cutting edge of one of the most important discoveries in human history: the first evidence of extraterrestrial life on Mars. As members of the crew conduct their research, the rapidly evolving life-form proves far more intelligent and terrifying than anyone could have imagined.",none,Life
tt30271375,"7,7",none,Hong Anh Nguyen,Hong Anh Nguyen,none,22,Saigon Kiss
tt30279282,none,none,Julia Masterson,Ren Silvestre,none,none,Kapamilya
tt30281245,none,none,none,none,none,13,Perséide
tt30281572,none,none,Núria Larruy,Núria Larruy,none,none,Records de la Meva Mare
tt30292217,none,none,Elliot Noel Peters,Elliot Noel Peters,none,25,Ghost Kitchen
tt30308332,none,none,Alexandre Brisa,Alexandre Brisa,none,none,"5h30, rue de Paris"
tt30310625,none,none,Carley Byers,Carley Byers,none,11,Don't Fall from Grace
tt30314653,none,none,Alexander Lyras,Alexander Lyras,none,15,A Simple Frame
tt30316880,none,none,Riley Taylor,Riley Taylor,none,24,Pacific Parable: Buried Treasure
tt30318942,none,none,Richard Manzo,Pepe Sanchez,none,none,The Niece
tt30323327,none,none,Viktoria Windhab,Tom Bezhanishvili,none,20,Thirteen
