id_imdb,score_imdb,score_rt,director_imdb,screenriters_imdb,plot_rt,duration_imdb,title_imdb
tt30953660,"6,7",none,Pham Ngoc Lan,Pham Ngoc Lan,none,93,Cu Li Không Bao Gio Khóc
tt30954062,"5,5",none,Keren Cytter,Keren Cytter,none,96,The Wrong Movie
tt30954419,none,none,Patrícia Niedermeier,Patrícia Niedermeier,none,none,Ensaios sobre Yves
tt30954530,none,none,David Arch Hatch,David Arch Hatch,none,none,Pieces 2024
tt30955793,"8,0",none,Alexander Horwath,Alexander Horwath,none,184,Henry Fonda for President
tt30958781,none,none,Heron Sohel,Atika Afsana,none,none,Jamai Bou Batpar
tt30959032,"5,1",none,Wei Xu,Li Zhang,none,116,Can lan de ta
tt30959077,"7,6",none,Yaonan Liu,Yaonan Liu,none,97,Xiao Ban Jie
tt30969928,none,none,Kalumbu Kapisa,Gwandelen Quartey,none,110,Evor
tt30970235,"7,9",83,none,none,A young field agent is picked from the Prime Minister's office for a top-secret mission to crack down on terrorism and corruption.,158,Article 370
tt30485424,none,none,Christopher Martini,Christopher Martini,none,none,Freedom Isn't Free
tt30486359,none,none,Sche-Hao Thomas Wang,Sche-Hao Thomas Wang,none,none,The Last Sonata
tt30487276,none,none,Matt Orefice,Matt Orefice,none,6,A Afteroon with Bunt
tt30487398,none,none,Vanessa Silva,Chelsea Gray,A Memphis cop investigates strange deaths following the resurrection of a boy from the 1960's who is seeking revenge and his lost love.,none,Flick
tt30488042,none,none,Sofia Lane,Sofia Lane,none,13,Sid the Kid
tt30488087,none,none,Antonio Alejandro,Antonio Alejandro,none,10,Biking
tt30488227,none,none,Paolina Weber,Paolina Weber,none,none,Caravaggio's Last Day
tt30488713,none,none,none,none,"A young couple try to save their marriage after a tragedy, but when lies surface, their guilt drives them further apart.",none,Mire
tt30489988,none,47,Jackson Strickland,Logan Hudson,"Devastated by the death of his beloved daughter, Annie, Charles Darwin (Paul Bettany) sinks into a deep depression, and cannot bring himself to finish his book about evolution. Though Annie's death has broken Darwin's faith in God, it has galvanized that of his wife, Emma (Jennifer Connelly). Darwin's associates urge him to finish his revolutionary work, while Emma strongly objects, leaving Darwin with an agonizing choice.",5,Creation
tt30493505,none,none,none,none,none,none,Pilgrims Torch
tt30494313,none,none,Ben Mirfin,Snik Jacobs,none,7,Crackers Funhouse
tt30496069,none,none,Seán Treacy,Seán Treacy,"A down-and-out New York bond broker falls for a fledgling actress, while his best friend tries to satisfy her appetite for short-term gratification.",none,How to Say Goodbye
tt30496112,none,none,Seán Treacy,Seán Treacy,none,none,Alive Again
tt30493146,none,none,Chih-Chieh Yu,Chong-Lin Wang,none,23,Agent Beyond Budget
tt30492630,none,none,none,none,none,27,HEM
tt30496549,none,none,Hosanna Yemiru,Hosanna Yemiru,none,none,Mother
tt30497232,none,none,Garry Guerrier,Garry Guerrier,none,15,Fading Shadows
tt30498476,none,none,none,none,,none,The Last Harvest
tt30505894,none,none,Zane,Zane,none,3,Echoes
tt30506121,none,none,Natalia Dornelas,Natalia Dornelas,none,none,Sola
tt30506177,none,none,Nadia Larina,Nadia Larina,none,none,You have an issue
tt30515646,none,none,Andreu Garcia Antolí,Andreu Garcia Antolí,none,0,Apartamentos Paradiso
tt30515713,none,none,none,none,none,none,De Boom
tt30515728,none,none,Raza Rizvi,Raza Rizvi,none,16,It Was Love to Me
tt30515780,none,none,Tristan St. Germain,Justin Bourne,none,11,Kiss Me Sharkly
tt30516117,"6,8",none,Alexander David,Alexander David,none,23,À Tona d'Água
tt30517731,none,none,Isabella Mangano,Isabella Mangano,none,none,Midnight Runway
tt30517999,none,none,Theo Panagopoulos,Theo Panagopoulos,"During World War II, Englishwoman Stella (Sophia Loren) is involved with Capt. Ford (Trevor Howard), who commands a military tugboat. Ford's mission is dangerous because his slow-moving ship is an easy target. Eventually, he is gunned down in action and Capt. Ross (William Holden) replaces him. Before long, Ross also begins a relationship with Stella, but she warns the newcomer that she may be cursed -- captain after captain has come through her door, and each has met the same grim fate at sea.",none,The Key
tt30518102,none,none,Mireia Boté,Mireia Boté,none,none,"Inés, la Reina Cadáver"
tt30521391,"7,3",none,Annika Birgel,Annika Birgel,none,16,Porzellan
tt30521429,none,none,Dina Naser,Dina Naser,none,19,Sukoun
tt30523243,none,none,Andres Llano,Andres Llano,none,20,Antes De Que Se Riegue La Leche
tt30561098,"8,6",none,Jelena Sorkin,Jelena Sorkin,A man reunites with his dead fiancee in the cemetery where he believes she is buried.,none,Back to Life
tt30575228,none,none,Osman Emre,Ozlem Buyuk Coskun,,16,The Last Harvest
tt30576717,none,none,Rishi Chandna,Rishi Chandna,none,25,Virundhu/The Feast
tt30577280,none,none,Saman Hosseinpuor,Saman Hosseinpuor,none,15,Son
tt30577305,none,Sanjay B. Daiv,Sanjay Daiv,none,Deshkari,,
tt30581096,none,none,Swati Ghorpade,Swati Ghorpade,none,16,Bunker Healers Refuge
tt30582042,none,none,Ayo Akingbade,Ayo Akingbade,none,14,Keep Looking
tt30589180,none,none,Lawrence Dumas Jr.,Lawrence Dumas Jr.,none,8,Dear Forgiveness
tt30589184,none,none,AmirHossein HajiAbedi,AmirHossein HajiAbedi,none,4,The Dust
tt30609401,none,none,none,none,none,none,A Little Hope
tt30624694,none,none,Chung Dha Lam,Chung Dha Lam,none,2,Remember the taste
tt30625289,"9,3",none,Ilkin Umarov,Vaqif Qadirli,none,none,Pine Forest
tt30625671,none,none,Pierre Llanos,Pierre Llanos,none,19,La Asistente
tt30627567,none,none,Dimitri Nasennik,Dimitri Nasennik,none,17,The Purpose
tt30629578,none,none,Matthew Alexander,Matthew Alexander,none,0,Twilight's Lone Sands
tt30632194,none,none,Maya Zupano,Jessica Riches,"Filmmaker Giorgio Ferrero examines mankind's obsessive consumption, detailing the many objects that people accumulate and then quickly discard.",12,Beautiful Things
tt30644366,none,none,Ruben Aranda,Ruben Aranda,none,7,Morning After
tt30645072,"9,9",none,Anthony Calamia,Anthony Calamia,none,none,Dimmelo
