id_imdb,score_imdb,score_rt,director_imdb,screenriters_imdb,plot_rt,duration_imdb,title_imdb
tt30442569,none,Sam Harman Conlon,Sam Harman Conlon,8,Eveline,,
tt30444774,none,none,Shih-Chun Hsiao,Shih-Chun Hsiao,"Teen boy Barret (Robert DiPatri) and his mother (Patricia DiPatri) relocate in an effort to start their lives anew after Barret's father dies. Although the transition is rough, Barret finds a friend in Ryan (Eion Bailey), an outcast who doesn't mind hanging out with the new kid at school. Ryan is prone to emotional instability, though, and when Barret is accepted by others in the student body, the jealous Ryan starts to turn on his one pal -- first with words, then with shockingly violent acts.",19,A Better Place
tt30446762,none,none,Gigi Grigorian,Gigi Grigorian,none,none,The Composer
tt30448084,none,none,Hogade Sarvesh,Nishikant Dhavale,none,30,Dnyaneshwari
tt30457262,none,none,Tom Otte,Tom Otte,none,none,"Gestern, ich denke an morgen"
tt30459357,none,none,Bob Kotyk,Bob Kotyk,none,29,Friend of the Drifting Light
tt30459519,none,none,Michelle Mary Schaefer,Michelle Mary Schaefer,none,25,Babe to Blocked
tt30460096,none,none,Tanisha Pope,Tanisha Pope,none,none,When the Swelling Goes Down
tt30460915,none,none,Zaki Alabdullah,Layla Ahmed,none,15,Saleh
tt30461273,none,none,Kim Fabienne Hertinger,Kim Fabienne Hertinger,none,19,Obolus
tt30468556,none,none,Alex McFry,Alex Engel,none,none,Twenty-Nine Again
tt30469697,none,none,Alex Vega C.,Alex Vega C.,none,none,Al alba
tt30472570,none,none,Theja Rio,Visalie Kotsu,none,17,Ade (On A Sunday)
tt30474391,none,none,Davide Maria Marucci,Davide Maria Marucci,none,20,L' ultimo sogno
tt30477568,none,John D. Michaels,Daniel C Kennedy,9,Gooseberries,,
