id_imdb,score_imdb,score_rt,director_imdb,screenwriters_imdb,plot_rt,duration_imdb,title_imdb
tt31121434,none,94,Grant Raun,Carrie Adams,"Former marshal Will Kane (Gary Cooper) is preparing to leave the small town of Hadleyville, New Mexico, with his new bride, Amy (Grace Kelly), when he learns that local criminal Frank Miller has been set free and is coming to seek revenge on the marshal who turned him in. When he starts recruiting deputies to fight Miller, Kane is discouraged to find that the people of Hadleyville turn cowardly when the time comes for a showdown, and he must face Miller and his cronies alone.",12,High Noon
tt31122277,none,none,Maarten Colenbrander,Maarten Colenbrander,none,24,Der Dummkopf
tt31123931,none,none,Lindsay Ward,Lindsay Ward,none,none,Torture Therapy
tt31124090,none,none,Faith Nault,Faith Nault,none,8,Grandma's Soup
tt31129824,none,none,none,none,none,3,Feu (le pauvre)
tt31131451,none,none,none,none,none,none,City Council Meeting Complaints
tt31131482,none,none,Pablo Olewski,Pablo Olewski,none,9,Jauría
tt31137043,none,none,Yelisey Kazakevich,Yelisey Kazakevich,none,5,The Notice
tt31137296,none,none,Alex Vance,Alex Vance,none,4,Shepherd's Pie
tt31140197,"9,3",none,Carisa Johnson,Bethlyn Brookes,none,none,Absence of Luv
tt31141439,none,none,Lucie Renault,Louis Menet,none,none,À petit feu
tt31142455,none,none,Joe Gleason,Alex Forrest,none,16,Junior Associate
tt31144272,none,none,none,none,An ex-soldier living a quiet life as a gardener at an English manor house must rely on old skills to save the family he works for from ruthless home invaders.,5,The Gardener
tt31144613,none,none,Logan Stegner,Logan Stegner,none,0,$H!T Film 3
tt31144756,none,none,none,none,none,none,Little Red Hood - A 'Hero's' Journey
tt31145025,none,none,Eric Maus,Michal Kosciarz,none,9,Devil's Threesome
tt31145288,none,none,Lance Montgomery,Lance Montgomery,none,13,The McFaltons
tt31146560,none,none,Chris W. Smith,none,none,5,The History of the Universe
tt31149206,none,none,none,none,none,13,My Sweetheart
tt31149587,none,none,David Kline,David Kline,none,6,So Wrong
tt31149773,none,none,Vanessa Nottingham,Sydney Benjamin,none,none,Building Blocks
tt31150027,none,none,none,none,none,none,The Vacation Planner
tt31150167,none,none,Timothy Barry,Timothy Barry,none,none,Code Name: Sausage
tt31150275,none,none,Mark Kiefer,Mark Kiefer,none,none,Frequent Flyers
tt31150346,none,none,Marcia Lynn,Andy Bray,none,none,Trekkin'
