id_imdb,score_imdb,score_rt,director_imdb,screenriters_imdb,plot_rt,duration_imdb,title_imdb
tt31171384,none,none,none,none,none,15,The Brocast
tt31171505,none,none,Xan Churchwell,Xan Churchwell,none,none,Gettin' Ready w/ Bryard Huggins: The Grammys®
tt31171519,none,none,Najee Werners,Najee Werners,none,8,Someone Lied on the Roommate Form
tt31170657,none,none,David Vincent DiBona,David Vincent DiBona,none,14,RTO
tt31170955,none,David Eusebio,David Eusebio,14,Icebreaker,,
tt31171721,none,none,none,none,none,9,Púrpura Neón
tt31171760,"9,2",none,Julia Aks,Julia Aks,none,13,Jane Austen's Period Drama
tt31172803,none,none,Bruce Clarke,Bruce Clarke,none,6,The Reptilian Affair
tt31172960,none,none,Georgia Cotterill,Haleigh Hook,"A psychopath (Grant Williams) calls the police before he kills, in between sessions with his father-figure analyst (Onslow Stevens).",9,The Couch
tt31173655,none,85,Quentin Ogier,Sophie Decroisette,"When Beth Emhoff returns to Minnesota from a Hong Kong business trip, she attributes the malaise she feels to jet lag. However, two days later, Beth is dead, and doctors tell her shocked husband that they have no idea what killed her. Soon, many others start to exhibit the same symptoms, and a global pandemic explodes. Doctors try to contain the lethal microbe, but society begins to collapse as a blogger fans the flames of paranoia.",none,Contagion
tt31173877,none,none,Stanescu Motatu Demetrio Leonidas,Stanescu Motatu Demetrio Leonidas,none,none,The Driving License
tt31173891,none,none,Stanescu Motatu Demetrio Leonidas,Stanescu Motatu Demetrio Leonidas,none,none,El Pinologo (especial Prótesis Dental)
tt31173882,none,none,Stanescu Motatu Demetrio Leonidas,Stanescu Motatu Demetrio Leonidas,none,none,Carnetul de Condus
tt31173889,none,none,Stanescu Motatu Demetrio Leonidas,Stanescu Motatu Demetrio Leonidas,none,none,El Carné de Conducir
tt31174221,none,none,none,none,none,7,Open Wide
tt31180115,none,none,Cameron Bossert,Cameron Bossert,none,14,Maladjusted
tt31181405,none,none,none,none,none,10,The Party Bus Rescue
tt31181527,none,none,William Reliford,William Reliford,none,6,Truth Detector
tt31181564,none,none,none,none,none,3,You've Made Your Pointe
tt31183467,none,none,Edgars Kaupers,Edgars Kaupers,none,23,Balto kugu sirdis
tt31186125,none,none,Julia Zanin de Paula,Leah Fallica,none,none,Lonely Miss Albright
tt31186225,none,none,Scott Marcano,Scott Marcano,none,none,"Munchies, Baking for Stoners! Unicorn Poo"
tt31186356,none,none,Adolfo Ontoba,Adolfo Ontoba,none,none,Las 13 Campanadas
tt31186409,none,none,Scott Marcano,Scott Marcano,none,none,The History of Weed: Religion
tt31187614,none,none,Hannah Levin,Hannah Levin,none,2,ROT
tt31187975,none,none,Robert Landau,Robert Landau,none,15,Life Imitates... or (Why Me?)
tt31188617,none,none,none,none,none,2,Socks Don't Hug
tt31188654,none,none,Tanmay Jadhav,Tanmay Jadhav,none,none,Shadi Ka Confusion
tt31188724,none,none,none,none,none,6,Every Last Drop
tt31190129,none,84,Ross Eaglesham,Ross Eaglesham,"While trying to salvage her career, a disgraced journalist begins investigating a strange conspiracy theory. But as the trail leads uncomfortably close to home, she is left to grapple with the lies at the heart of her own story.",7,Monolith
tt31193990,none,none,Miroslav Max Gábor,Miroslav Max Gábor,none,none,Toxicka Maskulinita
tt31194561,none,none,Wilmary Valero,Wilmary Valero,none,none,Mão
tt31194820,none,none,George Lott,George Lott,none,none,In the rhythm
tt31198350,none,none,none,none,none,12,Jeannine Candy
