id_imdb,score_imdb,score_rt,director_imdb,screenriters_imdb,plot_rt,duration_imdb,title_imdb
tt30576464,none,none,Kyle Bahl,Kyle Bahl,none,16,What Are We Doing Here
tt30624125,none,73,Estelle Su,Estelle Su,A playwright (Martin Donovan) in the grip of a creative funk is taken hostage by his mother's loopy neighbor (David Morse).,none,Collaborator
tt30624211,none,none,Estelle Su,Estelle Su,none,none,Temptation
tt30632013,none,none,Mohammed Alansary,Mohammed Alansary,none,15,Hashran
tt30645072,"9,9",none,Anthony Calamia,Anthony Calamia,none,none,Dimmelo
tt30645192,none,none,Zeke Nicholson,Zeke Nicholson,none,11,Halfrican American
tt30645610,none,none,Jacob Hightower,Jacob Hightower,A young woman (Jennie Garth) and her estranged father must work together to salvage her late grandfather's cattle ranch.,14,The Last Cowboy
tt30689854,"8,4",none,Lee Eddy,Lee Eddy,none,14,You're Invited to Tuscan's 5th Birthday Party!
tt30691206,"6,4",none,Dmitriy Dyachenko,Vasiliy Kutsenko,none,12,Cheburashka. Vykhodnoy
tt30699656,none,Bendik Kaltenborn,Bendik Kaltenborn,none,Lumbago,,
tt30701186,none,none,Camila Acosta,Camila Acosta,none,15,Ver la luna
tt30710051,none,none,Oliver Silver,Oliver Silver,none,9,Mademoiselle Lemaître
tt30744079,none,none,Michael Ambrosino,Michael Ambrosino,none,10,Conversion of the Atheist
tt30749902,none,none,Elle Birdsell,Elle Birdsell,none,4,Rocks!
tt30755280,none,none,Stanescu Motatu Demetrio Leonidas,Stanescu Motatu Demetrio Leonidas,none,none,Un Deseo de Reyes
tt30755285,none,none,Stanescu Motatu Demetrio Leonidas,Stanescu Motatu Demetrio Leonidas,none,none,O Dorinta de Craciun
tt30755270,none,none,Stanescu Motatu Demetrio Leonidas,Stanescu Motatu Demetrio Leonidas,"Every December in the small town of Ponchatoula, La., a wooden wishing box is placed in the park as a Christmas tradition. People write down their true heart's desire on a slip of paper and place it in the box.",none,A Christmas Wish
tt30759830,none,none,L.T. Hewitt,L.T. Hewitt,none,8,20 Questions
tt30760009,none,none,none,none,none,none,Heat of the Moment
tt30760832,none,none,Clint Pang,Jack Gacek,none,25,Marvin Is Sorry
tt30761140,none,none,none,none,An automatic toilet triggers the rage of a self-centered business traveler.,25,Flush
tt30761578,none,none,Andrew Slankard,Andrew Ronald Blackman,none,7,Apocalypse Chow
tt30764935,none,none,Owen James,Owen James,none,6,The Good Cheese
tt30765957,none,René Rebeiz,René Rebeiz,none,Alpenkönig,,
tt30766527,none,none,Don Hessell,Don Hessell,none,16,Shannon Is Strange
tt30768763,none,none,Timmy D'Arnay,Timmy D'Arnay,none,none,Graceland Is for Gooners
tt30768741,none,none,Chris Mitri,Chris Mitri,none,7,Til Death
tt30768815,none,none,Melanie Kaklamanis,Melanie Kaklamanis,none,none,First Cut Is the Cheapest
tt30769010,none,none,Billy Kayani,Billy Kayani,none,8,The Commercial
tt30769055,none,none,Igor Raevskii,Igor Raevskii,An old woman's (Gloria Romero) decision to leave her husband (Eddie Garcia) after years of constant bickering upsets the couple's children.,15,I Wanna Be Happy
tt30777985,none,none,Chris Sexton Fletcher,Laurie Criego,none,5,Monitored
tt30780673,none,none,Madison Leonard,Madison Leonard,none,17,"I'm Todor. I Mean, Bill."
tt30780607,none,none,none,none,none,none,Bounty Hunter
tt30781336,none,none,Simon Vadas,Simon Vadas,none,12,Cybersex
tt30781612,none,none,Tyler R. Jenkins,Tyler R. Jenkins,none,4,LOL
tt30794663,none,none,none,none,none,4,Thérapie de Couple
tt30796941,none,none,Julian Iliev,Bruce Diaz,none,9,A Cloud Holding a Knife
tt30797534,none,none,Zack Isaacs Raz,Alan Baker,none,none,Mr. Fans
tt30798241,none,none,Bobby Williams,Shannon Bohte,"A cartoonist (Kim Hyun-sung), an aspiring cosmetologist (Lee Jang-Won) and an obese lad (Jung Hee-Suk) worry about entering the Korean military.",13,Three Friends
tt30802542,none,none,none,none,none,7,The Cost of Playin' Dirty
tt30802647,none,none,none,none,none,none,none
