actor_name,birth_year,known_for,actor_role,actor_awards
Aglaya Tarasova,0,"Vstretimsya vchera, Sledovatel Tikhonov",Reparto,"Golden Eagle Awards, Russia, Golden Unicorn Awards"
Artyom Tkachenko,0,"Indigo, Paren s Marsa",Reparto,"MTV Movie Awards, Russia"
Olga Tumaykina,1972,"Vstretimsya vchera, Syshchik Samovarov",Reparto,"""Peoples Artist of Russian Federation"""
Nadezhda Markina,1959,"Sofiya, Vstretimsya vchera",Reparto,"European Film Awards, Nika Awards"
Aleksey Zolotovitskiy,0,"257 prichin, chtoby zhit, Klyovny ulove",Reparto,0
Ayumu Murase,1988,"Street Fighter V, Jeisutâzu bikutorî bâsasu",Reparto,Anime Trending Awards
Kaito Ishikawa,0,"Seishun Buta Yaro wa Bunny Girl-senpai no Yume wo Minai, One Punch Man","Reparto,  Banda sonora",Anime Trending Awards
Yûki Kaji,1985,"Accel World, ""JoJos Bizarre Adventure""","Reparto,  Música,  Sonido","Tokyo Anime Award, Crunchyroll Anime Awards"
Yûichi Nakamura,1980,"Jujutsu Kaisen, Kamen Raidâ × Sûpâ Sentai × Uchû Keiji: Supâ Hîrô Taisen Z","Reparto,  Banda sonora","Crunchyroll Anime Awards, Anime Trending Awards"
Kôki Uchiyama,1990,"Guilty Crown, Sôru îtâ","Reparto,  Equipos adicionales,  Banda sonora","Tokyo Anime Award, Anime Trending Awards"
Stephy Tang,1983,"Gam dou, 12 yat","Reparto,  Música,  Banda sonora","Golden Horse Film Festival, Hong Kong Film Awards"
Louis Cheung,1980,"Zhai lu wei chen, Faan hei gong sum","Reparto,  Música","Golden Horse Film Festival, Hong Kong Film Awards"
Ivana Wong,1980,"Faan hei gong sum, Lou biu, lei hou hea!","Reparto,  Composición,  Banda sonora","Hong Kong Film Awards, Hong Kong Film Critics Society Awards"
Min Chen Lin,0,"Vampire Cleanup Department, Bu yi zhi zhan","Reparto,  Banda sonora",Hong Kong Film Awards
Charm Man Chan,0,"Sam foo, Even Ants Strive For Survival","Reparto,  Guion","Hong Kong Film Awards, Asian Film Awards"
Prathamesh Parab,1993,"Drishyam 2, Time Pass","Dirección,  Reparto",Filmfare OTT Awards
Prithvik Pratap,0,"Delivery Boy, Mamta Child Factory",Reparto,0
Ankita Landepatil,0,Mamta Child Factory,Reparto,0
Sudhakar Birajdar,0,Delivery Boy,Reparto,0
Sanskruti Balgude,1992,"Chowk, Ek Thriller Night",Reparto,"DRUK International Film Festival, Long Key International Film Awards"
Parth Bhalerao,2000,"Bhoothnath Returns, Dil Dosti Duniyadari","Reparto,  Música,  Banda sonora","National Film Awards, India, Apsara Film Producers Guild Awards"
Ila Bhate,0,"Mrugjal... Ek Naslela Astitva, Swarajya",Reparto,0
Ketaki Chikte,0,0,Reparto,0
Dhruva Dattar,0,0,Reparto,0
Petra Hrebícková,1979,"Rédl, Vsetko alebo nic","Reparto,  Equipos adicionales,  Banda sonora",0
Lenka Vlasáková,1972,"Zeny v pokusení, Kawasakiho ruze","Reparto,  Banda sonora",Czech Lions
Jaroslav Plesl,1974,"Kvarteto, Ctyri slunce","Reparto,  Guion,  Banda sonora",Czech Lions
Jana Svandová,0,"Dobrodruzství kriminalistiky, Kytice","Reparto,  Banda sonora",0
Valerie Vachkova,0,"La rueda del tiempo, Matka v trapu",Reparto,0
Mohamed Mamdouh,1981,"Abu Saddam, Zombie Goes Zombie",Reparto,"Cairo International Film Festival, Cairo National Festival for Egyptian Cinema"
Layla Olwi,0,"Baheb el cima, Qalil men el-Hubb Kathir men el-Unf",Reparto,"Cairo International Film Festival, Cairo National Festival for Egyptian Cinema"
Sayed Ragab,1950,"Abdu Mouta, Kira & El Gin","Reparto,  Guion",0
Shereen Reda,0,"Photocopy, Out of Order",Reparto,Cairo National Festival for Egyptian Cinema
Amr Wahba,0,"Parallel Universes, El marrajo","Reparto,  Guion,  Dirección",0
West Anthony,0,When Country Meets the City,Reparto,0
Shawn Bernard,0,When Country Meets the City,Reparto,0
Darrean Brooks,0,0,Reparto,0
Cierra Broussard,0,0,Reparto,0
Bryant Cain,0,0,Reparto,0
Lei Wu,1999,"Xing han can lan, Sha hai",Reparto,"Chinese American Film Festival (C.A.F.F.), Huading Award"
Beibi Gong,0,"Hannan xia ri, Inseparable","Reparto,  Producción,  Banda sonora","Beijing Student Film Festival, Beijing Youth Film Festival"
You Ge,1957,"Adiós a mi concubina, Rang zi dan fei",Reparto,"Cannes Film Festival, Golden Horse Film Festival"
Jiayin Lei,1983,"He ping fan dian, Héroe en dos mundos",Reparto,"Golden Horse Film Festival, Golden Rooster Awards"
Mintao Liu,1976,"Nirvana in Fire, Tian sheng chang ge",Reparto,"Golden Rooster Awards, Changchun Film Festival"
Sahan Gökbakar,1980,"Recep Ivedik 5, Osman Pazarlama","Reparto,  Guion,  Producción","Pantene Golden Butterfly Awards, Turkey Youth Awards"
Seda Türkmen,0,"Mi mentira más dulce, Secretos de familia","Reparto,  Banda sonora","Adana Film Festival, Sadri Alisik Theatre and Cinema Awards"
Dany Boon,1966,"Feliz Navidad, Una policía en apuros","Reparto,  Guion,  Producción","César Awards, France, European Film Awards"
Jérôme Commandeur,1976,"Irréductible, ""Ma famille tadore déjà""","Reparto,  Guion,  Dirección",0
Claire Chust,0,"Guépardes, Ad Vitam",Reparto,0
Alexandre Desrousseaux,0,"Papá o mamá 2, Play",Reparto,0
Grégory Gadebois,1976,"Des fleurs pour Algernon, Mon âme par toi guérie","Reparto,  Banda sonora","César Awards, France, Luchon International Film Festival"
Cristian Iacob,1968,"Vertiges, Epicentro","Reparto,  Guion",0
Anamaria Prodan,0,"Bravo, ai stil!, 40 de întrebari cu Denise Rifai",Reparto,0
Ioana Petric,0,Cronica Carcotasilor,Reparto,0
Karina Moldovan,0,0,Reparto,0
Ebrar Alya Demirbilek,0,"Meleklerin Aski, Zevcat",Reparto,Pantene Golden Butterfly Awards
Burak Kut,0,"Tozkoparan, Poyraz Karayel: Küresel Sermaye","Reparto,  Composición,  Banda sonora",0
Virgile Mangiavillano,0,"Menajerimi Ara, Gülcemal","Reparto,  Producción",0
Rastin Paknahad,0,"Tas Kagit Makas, Afacanlar Kampta",Reparto,0
Berat Efe Parlar,0,"Güldüy Güldüy Show Çocuk, Por mi hijo","Reparto,  Música,  Banda sonora","Sadri Alisik Theatre and Cinema Awards, Pantene Golden Butterfly Awards"
Mathew Thomas,2002,"Kumbalangi Nights, Thanneer Mathan Dhinangal",Reparto,Vanitha Film Awards
Anikha Surendran,2004,"Yennai Arindhaal, Deep Bay of Bengal",Reparto,Asianet Film Awards
Priya Prakash Varrier,1999,"Yaariyan 2, Check","Reparto,  Música",International Iconic Awards
Rabiya Khatoon,0,0,Reparto,0
V S Prince Ratan,0,"Really Main Deewana Ho Gaya, Ek Anokhi Rakshak Naagkanya",Reparto,0
Empoy Marquez,0,"Kita kita, Ang probinsyano",Reparto,"FAP Awards, Philippines, Gawad Urian Awards"
Yanyan De Jesus,0,"Ang lihim ni Mayor Manalo, EAT...",Reparto,0
Kim Molina,0,"#WalangForever, Ang babaeng walang pakiramdam","Reparto,  Guion y continuidad,  Banda sonora","Gawad Urian Awards, Metro Manila Film Festival"
Anjo Yllana,0,"Dino... Abangan ang susunod na..., Abangan ang susunod na kabanata","Reparto,  Dirección,  Banda sonora",Gawad Urian Awards
Shirley Fuentes,0,"Tomboy: The Movie, Dear Diary",Reparto,0
Gaja,0,0,Reparto,0
Seerunde Raghu,0,"Online Madhuve Offline Shobana, Ranaksha",Reparto,0
Jagadish Kumar S,0,Online Madhuve Offline Shobana,Reparto,0
Sushmitha Sonu,0,0,Reparto,0
Blerim Destani,1981,"El último gran día, Etjet e Kosovës","Reparto,  Producción,  Guion",CinEuphoria Awards
Noizy,0,"Noizy Feat. Elgit Doda: Ti Ti, Predz UK - Naughty Naughty","Reparto,  Composición,  Guion",0
Arben Bajraktaraj,1973,"Harry Potter y las Reliquias de la Muerte: Parte 1, Harry Potter y la Orden del Fénix","Reparto,  Producción","MTV Movie + TV Awards, Sarajevo Film Festival"
Flonja Kodheli,0,"Helvetica, Ka Me Kalu","Reparto,  Composición,  Dirección",0
James Biberi,0,"Dead Man Down, Los productores","Reparto,  Producción,  Guion",Hermosa Beach Film Festival
Chen Bo-lin,1983,"Tai bei piao xue, My Airhostess Roommate","Reparto,  Música,  Equipo ejecutivo","Golden Horse Film Festival, Monaco International Film Festival"
Kent Tsai,1997,"Tong Ling Shao Nv, Hei de jiào yù",Reparto,"Golden Horse Film Festival, Taipei Film Festival"
J.C. Lin,1991,"Wo men yu e de ju li, Demon Hunters",Reparto,"Golden Bell Awards, Taiwan, Film Fest International, Nice"
Frederick Ming Zhong Lee,1976,"Tai wan fan zui gu shi, Fly By Night",Reparto,"Taipei Film Festival, Malaysian Film Festival"
Cecilia Choi,0,"Fan xiao, Twilight of the Warriors: Walled In",Reparto,"Hong Kong Film Awards, Hong Kong Film Critics Society Awards"
Sasha Srbulj,0,Root for the Wind,"Reparto,  Guion,  Composición",0
Vibha Chhibber,0,"Mrs. Kaushik Ki Paanch Bahuein, Chak De! India",Reparto,"Indian Telly Awards, Zee Rishtey Awards"
Vivek Gera,0,0,"Reparto,  Guion",0
Brijendra Kala,0,"Zero, Sherni","Reparto,  Guion","Screen Awards, IN, FOI Online Awards"
Vijay Kaushik,0,"Shamshera, Madaari",Reparto,0
Mushtaq Khan,1969,"Hera Pheri, Wanted","Reparto,  Sonido",Lions Gold Awards
James Ciccone,0,"Joker, El irlandés","Reparto,  Dirección,  Guion",0
Miranda Nieman,0,"Bulletproof Jesus, Free to a Bad Home",Reparto,Something Wicked Film Festival
Belén Cusi,0,0,"Reparto,  Producción",0
Alexander Mannara,0,"Perfect Match, La conjura contra América",Reparto,0
Ruth Aguilar,0,"Jessica Jones, The Blacklist",Reparto,0
Michael Bellow,0,0,Reparto,0
Jonah Brann,0,0,Reparto,0
Blane Craig,0,0,Reparto,0
Luke Housos,0,0,Reparto,0
Jjof2008,0,0,Reparto,0
Affion Crockett,0,"""Wild N Out"", Paranormal movie 2","Reparto,  Guion,  Producción",Acapulco Black Film Festival
Damaine Radcliff,0,"Rambo: Last Blood, Bailando","Dirección,  Producción,  Reparto","SeriesFest, Athens International Monthly Art Film Festival"
John O. Nelson,1968,"Hitch: Especialista en ligues, Mirror II Society: Affion Crockett","Reparto,  Dirección,  Producción",0
Jevin Smith,0,"Los inquilinos, The Troll","Reparto,  Dirección,  Dirección de fotografía y cámara",0
Lil Rel Howery,1979,"Poker Face, Déjame salir","Reparto,  Guion,  Producción","Image Awards (NAACP), MTV Movie + TV Awards"
Bing Jia,0,"Sou jiu, Bei er xi huan ni",Reparto,Macau International Movie Festival
Zhuo Tan,0,"Wo bu shi yao shen, Dui shou",Reparto,"Golden Rooster Awards, Hundred Flowers Awards"
Shenyang Xiao,1981,"Xi you ji zhi: Sun Wukong san da Baigu Jing, The Way of the Bug","Reparto,  Dirección",0
Yang Yu,0,"Po ma zhang fei, Tian ma",Reparto,0
Baoshi Dong,0,"Mo lu kuang hua qian, Li gong: Dong Bei jiu shi","Reparto,  Música,  Banda sonora",0
Gippy Grewal,1983,"Jatt James Bond, Manje Bistre","Reparto,  Producción,  Guion","Zee Cine Awards, PTC Punjabi Film Awards"
Sargun Mehta,1988,"Lahoriye, Angrej","Producción,  Guion,  Reparto","Indian Television Academy Awards, India, PTC Punjabi Film Awards"
Roopi Gill,0,"Parinda Paar Geyaa, Ashke",Reparto,PTC Punjabi Film Awards
Nirmal Rishi,0,"Nikka Zaildar 2, Lahoriye","Reparto,  Guion,  Casting",Filmfare Awards Punjabi
B.N. Sharma,0,"Gadar: Ek Prem Katha, Parchhaven",Reparto,0
Gippy Grewal,1983,"Jatt James Bond, Manje Bistre","Reparto,  Producción,  Guion","Zee Cine Awards, PTC Punjabi Film Awards"
Shinda Grewal,0,"Ardaas Karaan, Faraar",Reparto,0
Hina Khan,1987,"Damaged 2, Kasautii Zindagii Kay","Reparto,  Música","Apsara Film Producers Guild Awards, Indian Television Academy Awards, India"
Prince Kanwaljit Singh,0,"Ik Sandhu Hunda Si, Jatt Boys Putt Jattan De","Reparto,  Guion,  Dirección",0
Nirmal Rishi,0,"Nikka Zaildar 2, Lahoriye","Reparto,  Guion,  Casting",Filmfare Awards Punjabi
Apirat Arrayayan,0,0,0,0
Elisabeth Bellé,0,Wenn das fünfte Lichtlein brennt,Reparto,0
Lale Andrä,0,"Spuk unterm Riesenrad, In aller Freundschaft","Reparto,  Banda sonora",0
Noèl Gabriel Kipp,0,0,Reparto,0
Sophie Lutz,1982,"En el lugar del crimen, Hanne",Reparto,0
Katja Preuß,0,"Besser als nix, Der schwarze Nazi",Reparto,0
Jon Bass,1986,"""Mollys Game"", Loving","Reparto,  Producción,  Dirección","Conocido/a por, Más de esta persona"
Steve Buscemi,1957,"Ghost World, Reservoir Dogs","Reparto,  Dirección,  Producción","Academy of Science Fiction, Fantasy & Horror Films, USA, American Comedy Awards, USA"
Mary Wiseman,1985,"Historia de un matrimonio, Baskets","Reparto,  Banda sonora",IGN Summer Movie Awards
Rosaline Elbay,0,"Ramy, Qabeel","Reparto,  Guion,  Producción",0
Dario Ladani Sanchez,0,"The Life List, Carole & Grey","Reparto,  Producción",Indie Shorts Awards New York
Indra Burkovska,0,"Pastkarte no Romas, Bedre",Reparto,"Latvian National Film Festival, Hellenic Film Academy Awards"
Janis Jarans,0,"Viss Norm, Jaunais Norm",Reparto,Latvian National Film Festival
Ivars Brakovskis,0,"Zeme, kas dzied, Evrey",Reparto,0
Liena Smukste,0,"Izlaiduma gads, Pastkarte no Romas",Reparto,Latvian National Film Festival
Rudolf Ming,0,"The Scent of Apples, Launuma atspulgs","Dirección,  Edición,  Guion",0
Osvaldo Benavides,1979,"María la del barrio, La suerte de Loli","Reparto,  Guion,  Producción","Premios TVyNovelas, PRODU Awards"
Isabel Fernandez,0,"Malvada, La Señal Invisible",Reparto,0
Pablo Fulgueira,0,0,"Sonido,  Edición,  Dirección de la segunda unidad o asistencia a dirección",0
Marcela Guirado,0,"Cómo Sobrevivir Soltero, Soy tu fan","Reparto,  Banda sonora","Accolade Competition, New York Independent Cinema Awards"
Verónica Langer,0,"La Caridad, Miroslava","Reparto,  Producción","Ariel Awards, Mexico, Mexican Cinema Journalists"
Irina Apeksimova,1966,"Bashnya, Mu-Mu","Reparto,  Dirección",Taormina International Film Festival
Aleksandr Azyrankulov,0,"Korporatsiya Morozov, Nasledstvo",Reparto,0
Grigoriy Bagrov,1970,"Belyy tigr, Nauchnaya sektsiya pilotov",Reparto,0
Raisa Dmitrenko,0,"Korporatsiya Morozov, Kazhdyy 88",Reparto,0
Elizaveta Dmitrieva,0,"Zataiv dykhanie, Svoi chuzhie rodnye",Reparto,0
Cosmin Nedelcu,0,"Klaus & Barroso, 5Gang: Un Altfel de Craciun","Producción,  Reparto,  Guion","Gopo Awards, Romania"
Adrian Nicolae,0,"Teorema Zero, Klaus & Barroso","Reparto,  Guion,  Dirección",0
Serban Pavlu,1975,"Meda sau Partea nu prea fericita a lucrurilor, Inimi cicatrizate","Reparto,  Casting","Art Film Festival, Sarajevo Film Festival"
Victoria Raileanu,0,"Din Mintea Copiilor, Vlad",Reparto,0
Madalina Craiu,1990,"Remote, Clanul",Reparto,"First Run Festival, Gopo Awards, Romania"
Marina Antonova,0,"Avantyura, Lidiya i Landysh",Reparto,0
Ekaterina Kabak,1990,"Avantyura, Lada Gold",Reparto,0
Maksim Kostromykin,0,"La fortaleza Brest, Al-kapotnya",Reparto,APKIT Awards
Nadezhda Lumpova,0,"Avantyura, Dunay",Reparto,0
Evgenia Romanova,0,"Avantyura, Marsh utrenney zari","Reparto,  Banda sonora",0
Inese Aivazova,0,0,Reparto,0
Krista Hotuleva,0,0,Reparto,0
Janis Jarans,0,"Viss Norm, Jaunais Norm",Reparto,Latvian National Film Festival
Monta Karklina,0,Limonov: The Ballad of Eddie,Reparto,0
Rudolfs Kozlovskis,0,0,Reparto,0
Florence Guérin,0,"El clic, La criada","Reparto,  Decoración",0
Gérard Lecaillon,0,"Association de malfaiteurs, Stella Mantoni, Il Ritorno","Reparto,  Guion",0
Yann Lerat,0,"""Jusquà la lie"", Gecenin Kraliçesi",Reparto,0
Jean-Claude Braganti,0,"Stella Mantoni, Il Ritorno, Le fils préféré",Reparto,0
Annabelle Veltri,0,"""Jusquà la lie"", Stella Mantoni",Reparto,0
Cherie Laurent,0,0,"Reparto,  Producción,  Dirección",0
Fahad Alissa,0,0,"Reparto,  Guion",0
Bill Christensen,0,"Cringles, Battle Portlandia II: The Voodoo Express","Reparto,  Guion,  Edición",0
Crystal Loverro,1995,"Friday the 13th Vengeance 2: Bloodlines, Spearheading","Reparto,  Producción,  Guion",Couch Film Festival
Laura Welsh,0,"Escaping Freedom, The First Pitch","Reparto,  Producción,  Guion",AltFF Alternative Film Festival
Tom Wright,0,"Thunder Harvest: The Story of a Band, Braces","Reparto,  Composición",0
Thom Adcox-Hernandez,1960,"Alerta máxima 2, La joven Liga de la Justicia",Reparto,0
Eric D'Agostino,0,"Steam Room Stories: The Movie, Kirby Buckets","Reparto,  Guion,  Dirección",0
Rick Simone,0,"Futurequest, Sammy Kingsford: Manager to the Stars","Edición,  Edición,  Reparto","Primetime Emmy Awards, News & Documentary Emmy Awards"
Evangeline Beaven,0,0,Reparto,0
Nathalie Codsi,0,"Hello Sunshine, Tick Tick Tick","Reparto,  Equipos adicionales",International Film Festival of Wales
Rick Romero,0,"The Understanding, S.T.I.F.F",Reparto,0
Bradley Lambert,0,0,Reparto,0
Meagan McCrary,0,0,Reparto,0
Marcus Shaftel,0,0,Reparto,0
Rina Lebedeva,0,0,Reparto,0
Aleksandra Skachkova,0,"Doch tmy, Slushatel",Reparto,0
Michael Christopher,0,0,Reparto,0
Sean Jones,0,Sharks in Colwyn Bay,Reparto,0
Sofia Mavrou,0,"Sharks in Colwyn Bay, Chester Childrens Tour I: Romans to Knights","Reparto,  Dirección,  Guion","Florence Film Awards, ""WRPN Womans International Film Festival"""
Sam Denia,0,0,Reparto,0
Liv Heleen Haack,0,0,Reparto,0
Nell Marie Haack,0,0,Reparto,0
Niklas Leifert,1983,"Die Chaosschwestern und Pinguin Paul, Unexpected",Reparto,0
Ron Beecher,0,0,Reparto,0
Kristal Burk,0,0,Reparto,0
Kim Grossman,0,0,Reparto,0
Sandy Gulliver,1949,"The Alley Cat, What About the Children","Reparto,  Producción,  Casting",Chicago Horror Film Festival
Andy Hart,0,"Odd Jobs, Spoiled Rotten Sweater Vest",Reparto,0
Chloe Joy Ivanson,0,"Payday, Working in the Theatre",Reparto,0
Kyle Bahl,0,"Sleepaway Slasher, Counter Culture Conspiracy","Reparto,  Dirección,  Guion",0
Gabrielle Kalomiris,1996,0,"Reparto,  Producción",Accolade Competition
Peter Bowden,0,"What Are We Doing Here, Slave Play. Not a Movie. A Play.",Reparto,0
Monica Park,0,0,"Reparto,  Producción",0
Kayla Glenn,0,"Collaborator, Get Some Sleep",Reparto,0
Peter Xiao,0,0,"Reparto,  Dirección de casting",0
Anthony Calamia,0,Nato con la camicia,"Reparto,  Dirección,  Guion",0
Maria Paola Cimò,0,Nato con la camicia,"Reparto,  Dirección,  Guion",0
Maria Turchi,0,0,Reparto,0
Zeke Nicholson,1989,"Miracle Workers, A.P. Bio","Reparto,  Guion,  Producción",SXSW Film Festival
Gary Anthony Williams,1966,"Batman: El Regreso del Caballero Oscuro. Primera Parte, 2 colgaos muy fumaos","Reparto,  Guion,  Dirección","Dances With Films, Screen Actors Guild Awards"
Carl Tart,0,"La loca historia del mundo - Parte 2, MADtv","Reparto,  Guion,  Producción",0
Laci Mosley,1991,"Yes We Cannabis, El año de las bodas",Reparto,"""Kids Choice Awards, USA"", The Ambies"
Ronnie Adrian,0,"Key and Peele, Our RoboCop Remake","Reparto,  Guion,  Equipos adicionales",0
Seth Thornton,0,"The Last Cowboy, Gina and the G.I.T.","Reparto,  Música",0
Alessandra Santos,0,"Through Eyes Darkly, Borderline",Reparto,0
Demetrio Santa Maria,0,"Cookie Cutter, Sock Gremlins","Reparto,  Cámara y electricidad,  Sonido",0
Jacob Nicholas,0,"In the Static, Root Cause",Reparto,0
Bill Jameson,0,0,Reparto,0
Lee Eddy,0,"Apolo 10 1/2: Una infancia espacial, Panic","Reparto,  Guion,  Dirección","Clermont-Ferrand International Short Film Festival, Florida Film Festival"
Macon Blair,1974,"Green Room, Murder Party","Reparto,  Guion,  Dirección","Gotham Awards, Sundance Film Festival"
Lana Dieterich,0,"Vagina dentata, Natural Selection",Reparto,0
Doloris Lynn Garcia,0,0,Reparto,0
Ekaterina Cherednik,0,"Cheburashka, Cheburashka. Vykhodnoy",Reparto,0
Sergey Garmash,1958,"Stilyagi, Voroshilovskiy strelok","Reparto,  Guion,  Producción","Grimme Award, Nika Awards"
Zhannat Kerimbayev,0,"Grand, Posledniy bogatyr. Nasledie","Guion,  Reparto,  Producción",0
Olga Kuzmina,0,"Cheburashka, Teatr Luny ili Kosmicheskaya durochka","Reparto,  Producción",0
Natalya Shchukina,0,"Nastya, Prikhodi na menya posmotret",Reparto,0
Nils Vogt,0,"Mot i brøstet, Blodsbånd","Reparto,  Dirección,  Producción","Amanda Awards, Norway, Gullruten"
Raymond Teigen Hauger,0,"Lunch, Sigurd fåkke pult",Reparto,0
Thea Lambrechts Vaulen,0,"Armand, Munch",Reparto,0
Harald Thaulow,0,"Lumbago, Liker Stilen",Reparto,0
Arnt Egil Andreassen,0,"Julekongen, Klara y el ladrón de manzanas","Edición,  Reparto,  Edición",0
Jatzke Fainsod,1997,"Una mano bajo la nieve y otras historias, Una canción sobre lo que sea",Reparto,0
Carlos Patrick Casanova,0,"El Dragón: El regreso de un guerrero, Una mano bajo la nieve y otras historias",Reparto,0
Lucía Tinajero,0,"El sabor de la Navidad, Ver la luna","Reparto,  Producción",0
Sophie Karl,0,"Minacious, Untold Stories","Reparto,  Producción,  Guion",0
Heather Small,1965,"A Requiem for Desire, Akeelah contra todos","Reparto,  Música,  Banda sonora","BASCA Gold Badge Awards, MOBO Awards"
Ben Silver,0,"Mercy Land, Rotinn","Reparto,  Guion,  Producción",0
Lisah Graziano,0,"The Party, Death to the Bourgeoisie","Reparto,  Guion,  Producción",Jersey Devil Film Festival
Hunter Miles,0,0,Reparto,0
Max Richards,0,0,Reparto,0
Breanna Fangman,0,0,Reparto,0
Macy Jacob,0,"Rocks!, Trapped","Reparto,  Producción",0
