actor_name,birth_year,known_for,actor_role,actor_awards
Anil Kapoor,1956,"Animal, Race 3","Reparto,  Producción,  Música","Filmfare Awards, Awards of the International Indian Film Academy"
Karan Singh Grover,1982,"Dill Mill Gayye, Fighter","Reparto,  Composición","Indian Television Academy Awards, India, Gold Awards"
Akshay Oberoi,1985,"Gurgaon, Laal Rang",Reparto,"IWM Digital Awards, Indian Telly Streaming Awards"
Bryan James,1988,"Youthful Daze, Hospital General","Reparto,  Guion,  Producción",0
Julian Glover,1935,"El imperio contraataca, Solo para sus ojos","Reparto,  Banda sonora","Screen Actors Guild Awards, Northeast Film Festival, US"
Jaime Winstone,1985,"Tomb Raider, Kidulthood","Reparto,  Producción","""Irina Palm dOr"", British Urban Film Festival"
Lauren Metcalfe,0,"El escándalo de Christine Keeler, La guerra de los mundos",Reparto,0
Lauren Staerck,0,"Curse of Jack Frost, Dinosaur Prison",Reparto,0
Baz Black,0,"Into the Badlands, Dublin Crust","Reparto,  Dirección,  Guion","Tabloid Witch Awards, Underground Cinema Awards, Ireland"
Daniel Vanrell,0,"Volviendo a Casa: Esperanza, Unidad 23: Recargada",Reparto,0
Juanjo Martínez,0,"Corazones en llamas, Cuadras Largas","Guion,  Producción,  Edición",0
Ariel Li Gotti,0,"Corazones en Llamas: Fuego Cruzado, Historias de Hotel",Reparto,0
Raul Perez,0,"Historias de Hotel, Asesina Aprendiz",Reparto,0
Laura Gorosito,0,"Unidad 23, Corazones en Llamas 3",Reparto,0
Mitch Lowe,0,"A Vigilante, Gotti",Producción,0
Nathan McAlone,0,0,0,0
Ambre Anderson,0,"La supervivencia de una chica con curvas, Never Would Have Made It: The Marvin Sapp Story","Reparto,  Música,  Producción","Scare Fest Horror Convention, World Film Festival in Cannes"
Hillary Hawkins,0,"""Sherris Black Sin"", A Taste of Revenge","Reparto,  Guion,  Dirección","Voice Arts Awards, Brightside Tavern Film Festival"
Chantal Maurice,0,"P-Valley, Dos balas muy perdidas","Reparto,  Guion,  Producción","International Black Film Festival of Nashville, Seoul Web Fest"
Shiek Mahmud-Bey,0,"No me chilles, que no te veo, Buffalo Soldiers","Reparto,  Producción,  Dirección",0
Aixa Kendrick,0,"Hermanísimas, The Company You Keep","Reparto,  Guion,  Dirección de la segunda unidad o asistencia a dirección",0
Mahesh Babu,1975,"Athadu, Dookudu","Reparto,  Especialistas,  Música","Filmfare Awards South, South Indian International Movie Awards"
Sreeleela,2001,"PellisandaD, Guntur Kaaram",Reparto,South Indian International Movie Awards
Meenaakshi Chaudhary,0,"HIT: The 2nd Case, Guntur Kaaram",Reparto,South Indian International Movie Awards
Ramya Krishnan,1970,"Baahubali 2, la conclusión, Jailer","Reparto,  Banda sonora","Filmfare Awards South, South Indian International Movie Awards"
Jayaram,1964,"Thuppakki, Thooval Kottaram","Reparto,  Música,  Equipos adicionales","Asianet Film Awards, Kerala State Film Awards"
Paul Dawber,0,0,Reparto,Maverick Movie Awards
Nathan Hill,0,0,"Reparto,  Producción,  Dirección","Continental Film Festival, Melbourne Underground Film Festival"
Will Hutchins,0,"Red Belly, Sparks Underwater","Reparto,  Producción,  Guion",0
Sean Millis,0,0,Reparto,0
Kevin Dee,0,"Underbelly, The Minority Vs Baby Steve: Sabotage","Reparto,  Producción,  Guion","Eerie Horror Fest, Horrible Imaginings Film Festival"
Sofía Espinosa,0,"Gloria, Los Bañistas","Reparto,  Guion,  Producción","Ariel Awards, Mexico, Mexican Cinema Journalists"
Alex De La Torre,0,0,Reparto,0
Roberto Sosa,1970,"El fuego de la venganza, El fantástico mundo de Juan Orol","Reparto,  Dirección,  Dirección de la segunda unidad o asistencia a dirección","Ariel Awards, Mexico, Chicago International Film Festival"
Marco Iván Nevarez,0,La Puerta Verde,Reparto,0
Laura López Luján,0,0,Reparto,0
Brenna Llewellyn,0,"The Color Rose, Recess: Third Street",Reparto,"Leo Awards, Canada Shorts Film Festival"
Dylan Leonard,0,"""DCs Legends of Tomorrow"", The Hippie Who Came to Roam","Reparto,  Composición,  Música",0
Dean Dawson,0,"Mystery Television, Crazy Love","Reparto,  Producción",0
Matt Reznek,0,"""Sarahs Song"", Exalted","Reparto,  Cámara y electricidad",0
Karin Kunzo,0,"Membrane, Canal and Allen","Reparto,  Edición",0
Timothée Chalamet,1995,"Lady Bird, Beautiful boy, siempre serás mi hijo","Reparto,  Producción,  Banda sonora","Academy Awards, USA, Academy of Science Fiction, Fantasy & Horror Films, USA"
Zendaya,1996,"El gran showman, Malcolm & Marie","Reparto,  Producción,  Sonido","Academy of Science Fiction, Fantasy & Horror Films, USA, BET Awards"
Rebecca Ferguson,1983,"Misión: Imposible - Nación secreta, Dune","Reparto,  Producción,  Banda sonora","Academy of Science Fiction, Fantasy & Horror Films, USA, Critics Choice Awards"
Javier Bardem,1969,"No es país para viejos, Mar adentro","Reparto,  Producción,  Música","Ariel Awards, Mexico, Academy Awards, USA"
Josh Brolin,1968,"Vengadores: Endgame, Vengadores: Infinity War","Reparto,  Producción,  Dirección","Academy Awards, USA, Academy of Science Fiction, Fantasy & Horror Films, USA"
Madison Hodges,0,"El intercambio, Bonds of Grief","Reparto,  Guion,  Dirección","Festigious International Film Festival, Actors Awards, Los Angeles"
Melanie Rosedale,0,"Wasted Time, 2015: Future Uncertain","Reparto,  Edición,  Guion","Festigious International Film Festival, Actors Awards, Los Angeles"
Kerwin Gonzalez,0,"""Love Songs Werent Meant to Make You Cry"", 3 Days",Reparto,"Top Shorts Film Festival, Festigious International Film Festival"
Kevin Austra,0,"Ramesses, Conciliate","Reparto,  Guion,  Dirección","Top Indie Film Awards, Top Shorts Film Festival"
Sedric Willis,0,"Backstage, Out of the Ashes",Reparto,"Festigious International Film Festival, Actors Awards, Los Angeles"
Yash Shetty,0,"K.G.F: Chapter 2, Kaiva",Reparto,0
Pramod Shetty,1983,"Drishya 2, Kirik Party","Reparto,  Producción,  Cámara y electricidad","South Indian International Movie Awards, IIFA Utsavam"
Navya Poojary,0,"Kanasu Maratakkide, Bojaraj MBBS",Reparto,0
Suraj Comedy Khiladi,0,"Foreign scotch, Dooradarshana",Reparto,0
Vaijanath Biradar,0,"Uppi 2, Golibar",Reparto,Filmfare Awards South
Eric Roberts,1956,"Puro vicio, El caballero oscuro","Reparto,  Producción,  Banda sonora","Academy Awards, USA, Bare Bones International Film & Music Festival"
Vittorio Gassman,1922,"La escapada, Kean","Reparto,  Guion,  Dirección","Cannes Film Festival, Chicago International Film Festival"
Jeff Conaway,1950,"Taxi, Caramelo asesino","Reparto,  Guion,  Producción","Golden Globes, USA, TV Land Awards"
Franco Nero,1941,"Django desencadenado, La jungla 2","Reparto,  Producción,  Guion","Art Film Festival, Australian Film Institute"
Silvia Colloca,1977,"Van Helsing, Lesbian Vampire Killers","Reparto,  Guion,  Producción",Logie Awards
Jonathan Timmerman,0,"Sides, Downstream","Equipos adicionales,  Reparto,  Dirección de la segunda unidad o asistencia a dirección",0
Alyson Daniel,0,"Get Spy, The X Species","Reparto,  Guion,  Dirección",0
Chiara Maya,0,"Guide On, Sides","Reparto,  Producción,  Dirección de producción",0
Jared Martzell,0,"The Process, Fallen Souls",Reparto,0
Gregory DePetro,0,"Do Me a Solid, Hate Crime","Reparto,  Guion,  Producción",0
Paul Hickert,0,"FBI, Ley y orden: Unidad de Víctimas Especiales","Reparto,  Equipos adicionales,  Dirección","Jersey Shore Film Festival, US, Independent Shorts Awards"
Sammy Curcuru,0,"Something Wicked, Moths",Reparto,0
Oakes Fegley,2004,"El jilguero, Wonderstruck: El museo de las maravillas",Reparto,"Young Artist Awards, International Online Cinema Awards (INOCA)"
Mary Jo Catlett,1938,"Bob Esponja: La película, Vamos de polis","Reparto,  Banda sonora","Annie Awards, Daytime Emmy Awards"
Henry Golding,1987,"The Gentlemen: Los señores de la mafia, Snake Eyes: el origen","Reparto,  Producción","National Board of Review, USA, Screen Actors Guild Awards"
Brandon Soo Hoo,1995,"G.I. Joe, El juego de Ender",Reparto,"Young Artist Awards, VC FilmFest - Los Angeles Asian Pacific Film Festival"
Lucy Liu,1968,"Los ángeles de Charlie, Chicago","Reparto,  Dirección,  Producción","Academy of Science Fiction, Fantasy & Horror Films, USA, American Comedy Awards, USA"
Sandra Oh,1971,"Entre copas, Anatomía de Grey","Reparto,  Producción,  Guion","Academy of Science Fiction, Fantasy & Horror Films, USA, Biarritz International Festival of Audiovisual Programming"
Michelle Yeoh,1962,"Tigre y dragón, Crazy Rich Asians","Reparto,  Producción,  Guion","Academy Awards, USA, Academy of Science Fiction, Fantasy & Horror Films, USA"
Sarah Noelle,0,"Witchblossom, Life Is Strange: Before the Storm","Reparto,  Dirección de fotografía y cámara","Conocido/a por, Más de esta persona"
Kris Smith,0,"""Im Still Here"", The Lost School","Producción,  Guion,  Reparto","Spain Film Critics Association Awards, New York City Horror Film Festival"
Stephen Brodie,0,"Reservation Dogs, El llanero solitario","Reparto,  Dirección,  Guion","Bare Bones International Film & Music Festival, Fort Worth Indie Film Showcase, US"
Rudy Ledbetter,0,"Out of Exile, TMZ Live","Reparto,  Producción,  Equipos adicionales",0
Dax Campbell,0,"Detective Knight: Última misión, Detective Knight: Sin piedad","Reparto,  Producción,  Guion",0
Amber Doig-Thorne,0,0,"Reparto,  Producción,  Guion","Birmingham Film Festival, Stranger Days Independent Film Festival"
Bill Fellows,1957,0,Reparto,Hull Gong Awards
Mark Spayne,0,"The Last Audition, Parallel Lies","Reparto,  Producción,  Dirección",0
Kennedy Simpson,0,Power Cut,Reparto,0
Emily-Jane Jones,0,"""This Time Next Year Ill Be Famous"", Cerulean","Reparto,  Localización","Conocido/a por, Más de esta persona"
Kevin L. Walker,1987,"Vigilante Diaries, Occult Squad","Reparto,  Guion,  Producción",0
Donnabella Mortel,0,"Ulterior Motives: Reality TV Massacre, Playing Pretend","Reparto,  Guion,  Producción",0
Sidharth Malhotra,1985,"Kapoor & Sons, Hasee Toh Phasee","Reparto,  Dirección de la segunda unidad o asistencia a dirección,  Guion","Filmfare Awards, Awards of the International Indian Film Academy"
Raashi Khanna,1990,"Madras Cafe, Rudra: The Edge of Darkness","Reparto,  Música,  Producción","Apsara Film Producers Guild Awards, South Indian International Movie Awards"
Disha Patani,1992,"Kalki 2898-AD, Malang","Reparto,  Publicista","Awards of the International Indian Film Academy, Stardust Awards, India"
Mridul Raj Anand,0,"Yodha, R K aur I","Reparto,  Guion,  Música",0
Kritika Bharadwaj,0,"Mismatched, Rashmi Rocket",Reparto,0
Jeffrey Schneider,0,"Killer Clown Girls, Crystal","Producción,  Edición,  Dirección",0
Geno Romo,1972,"Fatal Encounter: Emergence of Talents, Vicious","Reparto,  Especialistas,  Dirección de la segunda unidad o asistencia a dirección",Bare Bones International Film & Music Festival
Nick Dent,0,"Crystal, Happy Birthday","Reparto,  Dirección,  Producción","Conocido/a por, Más de esta persona"
Bob Olin,0,"Twisted Fates, Thingz","Reparto,  Producción,  Dirección",0
Marzell Sampson,0,"The Devil Knows His Own, Valeria","Reparto,  Dirección de la segunda unidad o asistencia a dirección",0
Raghveer Boli,1987,"Sheran Di Kaum Punjabi, Ik Sandhu Hunda Si",Reparto,0
Ravi Dehru,0,0,"Reparto,  Edición,  Dirección",0
Sanjay Dutt,1959,"Lage Raho Munna Bhai, Agneepath","Reparto,  Música,  Producción","Filmfare Awards, Awards of the International Indian Film Academy"
Gippy Grewal,1983,"Jatt James Bond, Manje Bistre","Reparto,  Producción,  Guion","Zee Cine Awards, PTC Punjabi Film Awards"
Harpreet Kaler,0,"Nikka Zaildar, Mukaddar",Reparto,0
Will Hutchins,0,"Red Belly, Sparks Underwater","Reparto,  Producción,  Guion",0
Maria Nasrallah,0,"Residence, Jett","Maquillaje,  Reparto,  Efectos especiales",0
Ella Bourne,0,"El exorcismo de Eastfield, Flunk","Reparto,  Dirección,  Producción","Melbourne Underground Film Festival, Accolade Competition"
Karina Sorelli,0,0,"Reparto,  Producción,  Especialistas","Sydney Indie Film Festival, Paris Short Film Festival"
Steven Haar,0,"""Topless Toris Tomb of Terror"", Amityville Apocalypse","Reparto,  Producción,  Guion",Malibu Film Festival
Lauren C. Mayhew,0,"Dexter, WWE Superstars","Reparto,  Música,  Guion",0
Jimmy Drain,0,"Realm of Shadows, Dick Reno: Monster Slayer","Reparto,  Guion,  Producción","Berlin International Film Festival, Red Moon Film Festival"
Vernon Wells,1945,"Commando, La mujer explosiva","Reparto,  Producción,  Dirección","Melbourne Underground Film Festival, Accolade Competition"
Richard Tyson,1961,"Pánico a las tres, Black Hawk derribado","Reparto,  Producción,  Dirección","Great Lakes Film Festival, LA Femme International Film Festival"
Jeremy Durgana,0,"Crímenes en la Red, 8 Count","Reparto,  Dirección,  Guion",0
Reese Therrien,0,Bighorn,Reparto,0
Connor Bingham,0,"Case #111-878, Sunset People",Reparto,0
Jason Durgana,0,0,"Dirección,  Reparto,  Guion","Reale Film Festival, Kalakari Film Fest"
Joseph Rajanayagam,0,My Best Life,"Reparto,  Equipos adicionales",0
Cameron Ashplant,0,0,"Reparto,  Guion,  Producción","L.A. Indies Awards, New York Movie Awards"
Andrew T Hislop,0,"A Silent Imprisonment, Whispers of Freedom",Reparto,Sweden Film Awards
Billy Slaughter,0,"Los siete magníficos, Mindhunter","Reparto,  Producción,  Dirección","Action on Film International Film Festival, USA"
Dane Rhodes,1964,"Los siete magníficos, Una canción del pasado","Reparto,  Dirección de casting",0
Dean Hollingsworth,0,"Whispers of Freedom, Doctor Who",Reparto,0
Danene Montella,0,"Club Rat$, ""Age of Stone and Sky: The Warlocks Curse""","Reparto,  Producción,  Guion","Chelsea Film Festival, Post Alley Film Festival"
Joshua David Bishop,0,"""Je taime, Jean"", Before the Fish Fell","Reparto,  Guion,  Producción",0
Jacob Chattman,0,"Far Cry 5, Dahmer - Monstruo: La historia de Jeffrey Dahmer","Reparto,  Guion,  Producción",Independent Shorts Awards
Andreas Gauffin,1980,"Vendela, Dejta","Reparto,  Guion,  Producción","Independent Shorts Awards, Hollywood International Golden Age Festival"
Frida Söderling,0,"Det Kan Ingen Ta Ifrån Mig, Vendela","Reparto,  Maquillaje",0
Henrik Scheutz,0,"Clean Colored Wire, Unplugged",Reparto,0
Erik Dahlin,0,"The Schoolmaster Games, Hilma",Reparto,0
Johan Wessner,0,"Bliv kvar hos mig, Sherdil","Reparto,  Dirección de la segunda unidad o asistencia a dirección,  Equipos adicionales",0
Olga Markovic,0,"Saved, Skin Deep","Reparto,  Producción,  Guion",0
Terry L. Fossum,0,"My Perfect Love, Parasocial","Reparto,  Producción",0
Faith Clark Doebler,0,"""Dreamin Wild"", The Library",Reparto,0
Aimee Paxton,0,"Vacant Lot, ""Dreamin Wild""",Reparto,"Eastern Europe International Movie Awards, Venice Shorts"
Jose Franco,0,American Sangre,"Guion,  Dirección,  Reparto",0
Miguel Brito,0,0,Reparto,Frida Film Festival
Johnny Cate,0,Chaos Theory,"Reparto,  Guion y continuidad",0
Lee Crooks,0,Somnus,Reparto,0
Yuri Kim,0,"Little Miracles, Players","Reparto,  Cámara y electricidad,  Guion",0
Aleksander Varadian,0,0,Reparto,0
Stanley Bakar,0,"La enfermera, The Sommerdahl Murders",Reparto,0
Jonas René Bengtson,0,The LGBTQ+ Films: Q,"Reparto,  Equipos adicionales",0
Albert Bendix,1972,"Un parásito dentro de mí, Misterios en el museo","Reparto,  Producción,  Equipo ejecutivo",0
Aleksander Varadian,0,0,Reparto,0
Robin Mae Andersen,0,0,Reparto,0
Regitze Ingleby,0,0,Reparto,0
Shauna Macdonald,1981,"The Descent: Part 2, Filth, el sucio","Reparto,  Banda sonora","Academy of Science Fiction, Fantasy & Horror Films, USA, BAFTA Awards, Scotland"
Adam Kerr,0,0,"Reparto,  Dirección,  Guion",0
Marcquis Foster,0,0,Reparto,0
Elaine C. Smith,1958,"Two Doors Down, Damaged","Reparto,  Guion,  Banda sonora","BAFTA Awards, Scotland"
Natalie Clark,0,"Doctor Who: Besieged, Journey Bound","Reparto,  Guion",0
Daniel Reshamwala,0,0,Reparto,0
Colby Kipnes,0,"Jump Cut, Fleishman está en apuros",Reparto,0
Brandon Bright,0,"Star from the Shadows, 2 Late A Tale of Mallows Grove",Reparto,0
Brody Book,0,0,Reparto,0
Juliet Weber,0,0,Reparto,0
Ben Jacobs,0,0,Reparto,0
Sean Witham,0,"Bugbear III, Bugbear","Reparto,  Producción,  Animación",0
Gianna Marrero,0,Bugbear III,Reparto,0
Nick Savino,0,"Bugbear III, The Spirited Mind of Harry T. Edward",Reparto,0
Delaney Wenner,0,"Requiem of Dreams, Autumn Cries and Winter Dies","Reparto,  Guion y continuidad,  Sonido",0
Sanna Persson,0,"Vid vintergatans slut, Fimbulvinter","Reparto,  Música,  Especialistas",0
Tind Soneby Wäneland,0,"Tras la venganza, Johan Falk: Leo Gaut","Reparto,  Equipos adicionales,  Guion y continuidad","""Film Clubs The Lost Weekend"", Nordic International Film Festival"
Kalle Waern,0,0,Reparto,0
Josefine Stofkoper,0,Utväg,Reparto,Guldbagge Awards
Shiva Ayama,0,"The Masterpiece, Charlie","Reparto,  Producción,  Guion",0
Amir Malaklou,1989,"Evil, Viper Club","Reparto,  Producción,  Guion",0
Cru Alexander Timi,0,"The Flash, Cliff Street","Reparto,  Dirección,  Guion",New York International Film Awards
Abigail Agnes,0,"Orchidaceae 2023, Young, Single and Black",Reparto,0
Lydie Rivera,0,0,Reparto,0
Quinn Vervynck,0,Homeless Paul & The Demons from Hell,"Maquillaje,  Reparto",0
Eddy Ngor,0,0,Reparto,0
Nahomie Masengo Malemba,0,Trouble in Suburbia,Reparto,0
Maxine Brignell,0,0,Reparto,0
Byron Brydges,0,"Witnesses, Games Children Play",Reparto,0
Sephira Bukasa,0,"Bakugan, Wrong Place Wrong Time 2022",Reparto,"Canada Shorts Film Festival, Oniros Film Awards"
Yan Liyunwei,0,0,Reparto,0
Huang Miaoman,0,0,Reparto,0
Huang Xiaohuang,0,0,Reparto,0
Kerry-Ann Wright,0,"Heavy, The Ideal Couple","Reparto,  Dirección,  Guion",0
Jason Moore,0,0,Reparto,0
Luther Saunders,0,0,Reparto,0
Marlon McGlashan,0,"Mayor of Kingstown, The Ideal Couple","Reparto,  Edición,  Producción",0
Rochelle 'Vicky Ro' Mairs,0,"She Waits, She Waits","Guion,  Reparto",0
Amina Tariq,0,0,Reparto,0
Lance Lawyer,0,When the Balloon Bursts,Reparto,0
Stanislav Przedlacki,0,Night Class,"Dirección,  Reparto",0
Bharadwaj Dogga,0,0,Reparto,0
Svanika Allipuram,0,0,Reparto,0
Tsuyoshi Kondo,0,"Milieu, Kantai",Reparto,0
Mutsuko Haba,0,Talk to Me,Reparto,0
Rasmus Mørch Andersen,0,0,Reparto,0
Frederik Kjaer Christensen,0,0,Reparto,0
Martin Christophersen,0,"Det er aldrig for sent, Copenhagen Cowboy","Especialistas,  Reparto,  Guion",0
Tommy Dominic,0,Det er aldrig for sent,Reparto,0
Mila Jacobsen,0,0,Reparto,0
Taki Eddine Djennane,0,0,Reparto,0
Sophia Sommer,0,"A Revair, Pünt",Reparto,0
Eya Takrouni,0,0,Reparto,0
Fynn Lanter,0,0,Reparto,0
Abhay Shankar Dubey,0,"Jalsa, The Whistleblower",Reparto,0
Akash Nagi,0,"7 Idiots, C-Grade Waala",Reparto,0
Akshay Neb,0,"Loop, Hai Taubba",Reparto,0
Sandeep Parmar,0,"What I Feel, Virgin MohitO","Guion,  Reparto,  Edición","We Care Film Festival, Tagore International Film Festival"
Aditya Patni,0,"Anniversary Night, C-Grade Waala","Dirección,  Guion,  Reparto",0
Aadhya Anand,2007,"Las begums de Bombay, Incomplete Love Story","Reparto,  Dirección","Filmfare OTT Awards, Indian Film and Television Awards"
Ajay Gehi,0,"Maqbool, Miilee",Reparto,Indian Telly Awards
Sanket Kataria,0,"Crushed, Abandoned","Reparto,  Dirección",0
Rajarajeshwari Mahita,0,"Abandoned, The Tails of Boo-Boo & Cuddly Poo",Reparto,0
Megan Reneau,0,"Black Summer, Jann","Reparto,  Especialistas,  Producción",0
Stephane Legault,0,"El renacido, The Last of Us","Reparto,  Transporte,  Especialistas",0
Kyle Durack,0,"CP Enforcer, Wynonna Earp","Reparto,  Guion,  Dirección",0
Ivan Pavletic,0,"476 A.D. Chapter One: The Last Light of Aries, 476 A.D. Chapter Two: The Dawning of the Age of Pisces","Reparto,  Guion,  Producción",0
Heath C. Heine,0,"Bored as Hell, Dark Reign: A SWTOR Fan Film","Reparto,  Producción,  Especialistas",0
Dustin Chitty,0,"The Mountain, Metamorphose","Reparto,  Dirección,  Guion",0
Kiere Gilbertson,0,"""All the Student Councils Men"", Severed","Reparto,  Guion",0
Caitlin Dempsey,0,"Motherlode, The Mountain","Reparto,  Dirección",0
Caroline Campos,0,0,Reparto,0
Murilo Moraes,0,0,Reparto,0
Teka Romualdo,0,"O Segundo Homem, Doutor Gama",Reparto,0
Charlize Diaz De Leon,0,"After Dark, New Girl",Reparto,0
Elizabeth von Isser,0,"The Wall, The Faith Club","Reparto,  Producción,  Cámara y electricidad",Indie Series Awards
Brittany Hoffner,0,"Neon Hereafter, House of Glass","Reparto,  Equipos adicionales",0
Jonathan von Mering,0,0,Reparto,"Brussels Capital Film Festival, Fox International Film Festival"
Jennifer Almaguer,0,"""Somebodys Darling"", Halloween Night","Reparto,  Producción,  Equipos adicionales",0
Ryan Douglas,0,"Change Me, American Baby",Reparto,0
Johann Fitch,0,"American Spirit, Hechos polvo",Reparto,0
Gabriella Garza,0,0,Reparto,0
